unit_id,section_id,col_id,project_id,col_area,unit_name,strat_name_id,Mbr,Fm,Gp,SGp,t_age,b_age,max_thick,min_thick,outcrop,pbdb_collections,pbdb_occurrences
10320,2660,372,1,4599.878,Poultney Fm,1639.0,,Poultney,,,470.2038,486.85,274.0,0.0,,0,0
40531,10996,2066,10,3619.905,Anse-du Crapaud Fm Mbr B,102619.0,,Anse-du Crapaud,,,470.35,477.1,90.0,90.0,,0,0
39155,10285,1707,8,107047.008,La Silla,101506.0,,La Silla,,,470.6667,478.725,380.0,0.0,,0,0
39149,10284,1706,8,70702.055,La Silla  Fm,101506.0,,La Silla,,,470.6667,478.725,400.0,0.0,,0,0
34430,8610,1490,1,9947.496,Kechika,8091.0,,,Kechika,,470.6939,488.2625,1400.0,250.0,,0,0
4209,818,105,1,31312.369,Powell Dolomite,3977.0,,Powell Dolomite,,,470.999,472.2191,76.0,0.0,both,26,393
4541,861,110,1,35317.102,Powell Dolomite,3977.0,,Powell Dolomite,,,470.999,472.2191,30.0,0.0,surface,1,1
1930,301,54,1,14957.047,Florida Mountains Fm,665.0,,Florida Mountains,El Paso,,470.999,472.2191,10.0,0.0,both,2,7
376,73,15,1,6014.024,Newala Dolomite,3968.0,,Newala Dolomite,Knox,,470.999,478.7251,320.0,183.0,surface,0,0
374,73,15,1,6014.024,Mascot Dolomite,3965.0,,Mascot Dolomite,Knox,,470.999,475.2696,244.0,107.0,both,0,0
379,73,15,1,6014.024,Jonesboro Limestone,3654.0,,Jonesboro Limestone,Knox,,470.999,478.7251,610.0,0.0,surface,0,0
243,64,12,1,15407.188,Mascot Dolomite of Knox Gp,3965.0,,Mascot Dolomite,Knox,,470.999,472.2191,244.0,107.0,both,0,0
13880,3692,464,1,27369.797,Ninemile Fm,1424.0,,Ninemile,Pogonip,,470.999,472.2191,30.0,0.0,subsurface,7,66
749,105,21,1,2435.601,Mascot Dolomite,3965.0,,Mascot Dolomite,Knox,,470.999,472.2191,140.0,52.0,surface,0,0
2086,328,58,1,29165.619,Alsate Shale,4026.0,,Alsate Shale,,,470.999,472.2191,305.0,8.0,both,0,0
8332,2088,308,1,2982.175,Lafayette Mbr of Epler Fm,7063.0,Lafayette,Epler,Beekmantown,,470.999,472.2191,76.0,15.0,surface,0,0
14014,3718,467,1,17942.957,Ninemile Fm,1424.0,,Ninemile,Pogonip,,470.999,472.2191,130.0,0.0,surface,9,41
22422,6253,801,1,36852.895,Powell Dolomite,3977.0,,Powell Dolomite,,,470.999,472.2191,39.0,0.0,subsurface,0,0
36562,9353,1608,1,57586.867,Aquathuna Fm,9902.0,,Aquathuna,St. George,,470.999,472.2191,90.0,90.0,,0,0
42800,12053,23,1,5536.003,Knox,63384.0,,,,Knox,471.068,491.0875,700.0,0.0,,0,0
2149,343,59,1,24602.332,Marathon Limestone,3697.0,,Marathon Limestone,,,471.2429,481.975,300.0,150.0,surface,1,3
14365,3818,475,1,8516.035,Fillmore Fm,654.0,,Fillmore,Pogonip,,471.3,479.5375,520.0,350.0,surface,5,69
