experiment,variable,time_yr,value
solar,ocn_temp,123.5,10.349483
solar,ocn_temp,124.5,10.360636
solar,ocn_temp,125.5,10.371271
solar,ocn_temp,126.5,10.38142
solar,ocn_temp,127.5,10.391114
solar,ocn_temp,128.5,10.40038
solar,ocn_temp,129.5,10.409243
solar,ocn_temp,130.5,10.417732
solar,ocn_temp,131.5,10.425877
solar,ocn_temp,132.5,10.43371
solar,ocn_temp,133.5,10.441256
solar,ocn_temp,134.5,10.448538
solar,ocn_temp,135.5,10.455577
solar,ocn_temp,136.5,10.46239
solar,ocn_temp,137.5,10.468999
solar,ocn_temp,138.5,10.475419
solar,ocn_temp,139.5,10.481663
solar,ocn_temp,140.5,10.487741
solar,ocn_temp,141.5,10.493662
solar,ocn_temp,142.5,10.499431
solar,ocn_temp,143.5,10.505053
solar,ocn_temp,144.5,10.510531
solar,ocn_temp,145.5,10.515871
solar,ocn_temp,146.5,10.521076
solar,ocn_temp,147.5,10.52615
solar,ocn_temp,148.5,10.531099
solar,ocn_temp,149.5,10.535929
solar,ocn_temp,150.5,10.540649
solar,ocn_temp,151.5,10.545256
solar,ocn_temp,152.5,10.549754
solar,ocn_temp,153.5,10.554146
solar,ocn_temp,154.5,10.558437
solar,ocn_temp,155.5,10.56263
solar,ocn_temp,156.5,10.566728
solar,ocn_temp,157.5,10.570733
solar,ocn_temp,158.5,10.574649
solar,ocn_temp,159.5,10.578478
solar,ocn_temp,160.5,10.582225
solar,ocn_temp,161.5,10.585891
solar,ocn_temp,162.5,10.589479
solar,ocn_temp,163.5,10.592992
solar,ocn_temp,164.5,10.596433
solar,ocn_temp,165.5,10.599803
solar,ocn_temp,166.5,10.603105
solar,ocn_temp,167.5,10.606343
solar,ocn_temp,168.5,10.609521
solar,ocn_temp,169.5,10.612638
solar,ocn_temp,170.5,10.615698
solar,ocn_temp,171.5,10.6187
solar,ocn_temp,172.5,10.621647
solar,ocn_temp,173.5,10.624541
solar,ocn_temp,174.5,10.627382
solar,ocn_temp,175.5,10.630174
solar,ocn_temp,176.5,10.632918
solar,ocn_temp,177.5,10.635614
solar,ocn_temp,178.5,10.638266
solar,ocn_temp,179.5,10.640872
solar,ocn_temp,180.5,10.643438
solar,ocn_temp,181.5,10.645961
solar,ocn_temp,182.5,10.648444
solar,ocn_temp,183.5,10.650893
solar,ocn_temp,184.5,10.653305
solar,ocn_temp,185.5,10.655679
solar,ocn_temp,186.5,10.658015
solar,ocn_temp,187.5,10.660315
solar,ocn_temp,188.5,10.662578
solar,ocn_temp,189.5,10.664807
solar,ocn_temp,190.5,10.667001
solar,ocn_temp,191.5,10.669161
solar,ocn_temp,192.5,10.67129
solar,ocn_temp,193.5,10.673388
solar,ocn_temp,194.5,10.675454
solar,ocn_temp,195.5,10.67749
solar,ocn_temp,196.5,10.679495
solar,ocn_temp,197.5,10.681473
solar,ocn_temp,198.5,10.683422
solar,ocn_temp,199.5,10.685343
solar,surpH,0.5,7.754692
solar,surpH,1.5,7.755917
solar,surpH,2.5,7.754282
solar,surpH,3.5,7.753251
solar,surpH,4.5,7.752528
solar,surpH,5.5,7.751958
solar,surpH,6.5,7.751471
solar,surpH,7.5,7.751041
solar,surpH,8.5,7.750651
solar,surpH,9.5,7.750282
solar,surpH,10.5,7.749954
solar,surpH,11.5,7.749639
solar,surpH,12.5,7.74934
solar,surpH,13.5,7.749056
solar,surpH,14.5,7.748785
solar,surpH,15.5,7.748524
solar,surpH,16.5,7.748273
solar,surpH,17.5,7.748032
solar,surpH,18.5,7.747798
solar,surpH,19.5,7.747572
solar,surpH,20.5,7.747351
solar,surpH,21.5,7.747138
solar,surpH,22.5,7.746929
solar,surpH,23.5,7.746724
solar,surpH,24.5,7.746525
solar,surpH,25.5,7.74633
solar,surpH,26.5,7.746138
solar,surpH,27.5,7.745952
solar,surpH,28.5,7.745767
solar,surpH,29.5,7.745587
solar,surpH,30.5,7.745409
solar,surpH,31.5,7.745233
solar,surpH,32.5,7.745061
solar,surpH,33.5,7.744892
solar,surpH,34.5,7.744724
solar,surpH,35.5,7.744559
solar,surpH,36.5,7.744397
solar,surpH,37.5,7.744236
solar,surpH,38.5,7.744077
solar,surpH,39.5,7.743921
solar,surpH,40.5,7.743766
solar,surpH,41.5,7.743613
solar,surpH,42.5,7.743461
solar,surpH,43.5,7.743313
solar,surpH,44.5,7.743165
solar,surpH,45.5,7.743018
solar,surpH,46.5,7.742872
solar,surpH,47.5,7.742729
solar,surpH,48.5,7.742587
solar,surpH,49.5,7.742442
solar,surpH,50.5,7.742307
solar,surpH,51.5,7.742169
solar,surpH,52.5,7.742031
solar,surpH,53.5,7.741896
solar,surpH,54.5,7.741762
solar,surpH,55.5,7.741628
solar,surpH,56.5,7.741496
solar,surpH,57.5,7.741364
solar,surpH,58.5,7.741234
solar,surpH,59.5,7.741105
solar,surpH,60.5,7.740976
solar,surpH,61.5,7.740848
solar,surpH,62.5,7.740723
solar,surpH,63.5,7.740596
solar,surpH,64.5,7.740472
solar,surpH,65.5,7.740349
solar,surpH,66.5,7.740226
solar,surpH,67.5,7.740103
solar,surpH,68.5,7.739982
solar,surpH,69.5,7.739862
solar,surpH,70.5,7.739742
solar,surpH,71.5,7.739623
solar,surpH,72.5,7.739505
solar,surpH,73.5,7.739387
solar,surpH,74.5,7.739271
solar,surpH,75.5,7.739155
solar,surpH,76.5,7.739039
solar,surpH,77.5,7.738924
solar,surpH,78.5,7.73881
solar,surpH,79.5,7.738697
solar,surpH,80.5,7.738584
solar,surpH,81.5,7.738472
solar,surpH,82.5,7.73836
solar,surpH,83.5,7.73825
solar,surpH,84.5,7.738139
solar,surpH,85.5,7.738029
solar,surpH,86.5,7.73792
solar,surpH,87.5,7.737811
solar,surpH,88.5,7.737703
solar,surpH,89.5,7.737595
solar,surpH,90.5,7.737487
solar,surpH,91.5,7.737381
solar,surpH,92.5,7.737275
solar,surpH,93.5,7.737169
solar,surpH,94.5,7.737064
solar,surpH,95.5,7.736959
solar,surpH,96.5,7.736855
solar,surpH,97.5,7.736751
solar,surpH,98.5,7.736648
solar,surpH,99.5,7.736542
solar,surpH,100.5,7.736439
solar,surpH,101.5,7.662194
solar,surpH,102.5,7.590013
solar,surpH,103.5,7.670078
solar,surpH,104.5,7.725282
solar,surpH,105.5,7.735685
solar,surpH,106.5,7.739096
solar,surpH,107.5,7.740908
solar,surpH,108.5,7.741941
solar,surpH,109.5,7.74258
solar,surpH,110.5,7.742997
solar,surpH,111.5,7.743152
solar,surpH,112.5,7.743113
solar,surpH,113.5,7.743115
solar,surpH,114.5,7.743109
solar,surpH,115.5,7.743144
solar,surpH,116.5,7.743176
solar,surpH,117.5,7.743214
solar,surpH,118.5,7.743262
solar,surpH,119.5,7.743272
solar,surpH,120.5,7.743308
solar,surpH,121.5,7.743345
solar,surpH,122.5,7.743366
solar,surpH,123.5,7.743384
solar,surpH,124.5,7.743418
solar,surpH,125.5,7.743442
solar,surpH,126.5,7.743462
solar,surpH,127.5,7.7435
solar,surpH,128.5,7.743531
solar,surpH,129.5,7.743541
solar,surpH,130.5,7.743535
solar,surpH,131.5,7.743514
solar,surpH,132.5,7.743534
solar,surpH,133.5,7.743552
solar,surpH,134.5,7.74359
solar,surpH,135.5,7.743622
solar,surpH,136.5,7.74367
solar,surpH,137.5,7.743694
solar,surpH,138.5,7.743724
solar,surpH,139.5,7.743763
solar,surpH,140.5,7.743799
solar,surpH,141.5,7.74383
solar,surpH,142.5,7.743861
solar,surpH,143.5,7.743895
solar,surpH,144.5,7.743924
solar,surpH,145.5,7.743944
solar,surpH,146.5,7.743972
solar,surpH,147.5,7.743988
solar,surpH,148.5,7.744003
solar,surpH,149.5,7.744011
solar,surpH,150.5,7.744027
solar,surpH,151.5,7.744045
solar,surpH,152.5,7.744053
solar,surpH,153.5,7.744065
solar,surpH,154.5,7.744075
solar,surpH,155.5,7.744088
solar,surpH,156.5,7.744088
solar,surpH,157.5,7.744098
solar,surpH,158.5,7.744107
solar,surpH,159.5,7.744119
solar,surpH,160.5,7.744128
solar,surpH,161.5,7.744138
solar,surpH,162.5,7.744146
solar,surpH,163.5,7.744162
solar,surpH,164.5,7.744167
solar,surpH,165.5,7.744186
solar,surpH,166.5,7.744196
solar,surpH,167.5,7.744199
solar,surpH,168.5,7.74421
solar,surpH,169.5,7.744233
solar,surpH,170.5,7.744239
solar,surpH,171.5,7.744263
solar,surpH,172.5,7.744271
solar,surpH,173.5,7.744288
solar,surpH,174.5,7.744305
solar,surpH,175.5,7.744319
solar,surpH,176.5,7.744333
solar,surpH,177.5,7.744345
solar,surpH,178.5,7.744349
solar,surpH,179.5,7.744364
solar,surpH,180.5,7.744379
solar,surpH,181.5,7.74439
solar,surpH,182.5,7.744402
solar,surpH,183.5,7.744408
solar,surpH,184.5,7.744412
solar,surpH,185.5,7.744425
solar,surpH,186.5,7.744431
solar,surpH,187.5,7.744448
solar,surpH,188.5,7.744455
solar,surpH,189.5,7.744461
solar,surpH,190.5,7.744473
solar,surpH,191.5,7.744489
solar,surpH,192.5,7.744481
solar,surpH,193.5,7.744493
solar,surpH,194.5,7.744502
solar,surpH,195.5,7.744505
solar,surpH,196.5,7.744516
solar,surpH,197.5,7.744529
solar,surpH,198.5,7.744527
solar,surpH,199.5,7.744538
solar,fexport_POC,0.5,817887500000000.0
solar,fexport_POC,1.5,742752100000000.0
solar,fexport_POC,2.5,733933200000000.0
solar,fexport_POC,3.5,728324500000000.0
solar,fexport_POC,4.5,724648300000000.0
solar,fexport_POC,5.5,722073700000000.0
solar,fexport_POC,6.5,720160000000000.0
solar,fexport_POC,7.5,718669900000000.0
solar,fexport_POC,8.5,717468300000000.0
solar,fexport_POC,9.5,716476100000000.0
solar,fexport_POC,10.5,715644500000000.0
solar,fexport_POC,11.5,714934000000000.0
solar,fexport_POC,12.5,714323400000000.0
solar,fexport_POC,13.5,713794800000000.0
solar,fexport_POC,14.5,713329700000000.0
solar,fexport_POC,15.5,712919500000000.0
solar,fexport_POC,16.5,712558000000000.0
solar,fexport_POC,17.5,712234700000000.0
solar,fexport_POC,18.5,711943700000000.0
solar,fexport_POC,19.5,711681600000000.0
solar,fexport_POC,20.5,711444000000000.0
solar,fexport_POC,21.5,711230200000000.0
solar,fexport_POC,22.5,711033200000000.0
solar,fexport_POC,23.5,710852300000000.0
solar,fexport_POC,24.5,710688900000000.0
solar,fexport_POC,25.5,710537500000000.0
solar,fexport_POC,26.5,710396600000000.0
solar,fexport_POC,27.5,710267600000000.0
solar,fexport_POC,28.5,710146700000000.0
solar,fexport_POC,29.5,710036200000000.0
solar,fexport_POC,30.5,709932000000000.0
solar,fexport_POC,31.5,709834500000000.0
solar,fexport_POC,32.5,709745000000000.0
solar,fexport_POC,33.5,709660100000000.0
solar,fexport_POC,34.5,709580300000000.0
solar,fexport_POC,35.5,709505000000000.0
solar,fexport_POC,36.5,709436300000000.0
solar,fexport_POC,37.5,709369600000000.0
solar,fexport_POC,38.5,709306500000000.0
solar,fexport_POC,39.5,709249500000000.0
solar,fexport_POC,40.5,709193600000000.0
solar,fexport_POC,41.5,709140100000000.0
solar,fexport_POC,42.5,709092000000000.0
solar,fexport_POC,43.5,709045600000000.0
solar,fexport_POC,44.5,709000900000000.0
solar,fexport_POC,45.5,708958500000000.0
solar,fexport_POC,46.5,708917700000000.0
solar,fexport_POC,47.5,708881200000000.0
solar,fexport_POC,48.5,708844600000000.0
solar,fexport_POC,49.5,708809500000000.0
solar,fexport_POC,50.5,708778500000000.0
solar,fexport_POC,51.5,708746600000000.0
solar,fexport_POC,52.5,708715900000000.0
solar,fexport_POC,53.5,708689200000000.0
solar,fexport_POC,54.5,708662900000000.0
solar,fexport_POC,55.5,708637100000000.0
solar,fexport_POC,56.5,708612400000000.0
solar,fexport_POC,57.5,708588300000000.0
solar,fexport_POC,58.5,708567700000000.0
solar,fexport_POC,59.5,708545700000000.0
solar,fexport_POC,60.5,708524400000000.0
solar,fexport_POC,61.5,708506500000000.0
solar,fexport_POC,62.5,708488200000000.0
solar,fexport_POC,63.5,708469900000000.0
solar,fexport_POC,64.5,708454000000000.0
solar,fexport_POC,65.5,708437700000000.0
solar,fexport_POC,66.5,708422000000000.0
solar,fexport_POC,67.5,708406500000000.0
solar,fexport_POC,68.5,708394000000000.0
solar,fexport_POC,69.5,708379800000000.0
solar,fexport_POC,70.5,708365800000000.0
solar,fexport_POC,71.5,708354900000000.0
solar,fexport_POC,72.5,708343300000000.0
solar,fexport_POC,73.5,708331300000000.0
solar,fexport_POC,74.5,708321400000000.0
solar,fexport_POC,75.5,708310900000000.0
solar,fexport_POC,76.5,708300600000000.0
solar,fexport_POC,77.5,708290000000000.0
solar,fexport_POC,78.5,708282400000000.0
solar,fexport_POC,79.5,708273900000000.0
solar,fexport_POC,80.5,708264900000000.0
solar,fexport_POC,81.5,708257900000000.0
solar,fexport_POC,82.5,708250000000000.0
solar,fexport_POC,83.5,708242400000000.0
solar,fexport_POC,84.5,708234500000000.0
solar,fexport_POC,85.5,708229300000000.0
solar,fexport_POC,86.5,708222800000000.0
solar,fexport_POC,87.5,708215800000000.0
solar,fexport_POC,88.5,708211500000000.0
solar,fexport_POC,89.5,708205200000000.0
solar,fexport_POC,90.5,708198900000000.0
solar,fexport_POC,91.5,708195300000000.0
solar,fexport_POC,92.5,708190200000000.0
solar,fexport_POC,93.5,708184600000000.0
solar,fexport_POC,94.5,708181600000000.0
solar,fexport_POC,95.5,708176700000000.0
solar,fexport_POC,96.5,708171400000000.0
solar,fexport_POC,97.5,708169000000000.0
solar,fexport_POC,98.5,708165800000000.0
solar,fexport_POC,99.5,708162000000000.0
solar,fexport_POC,100.5,708158500000000.0
solar,fexport_POC,101.5,44484300000000.0
solar,fexport_POC,102.5,1518437000000.0
solar,fexport_POC,103.5,216760000000000.0
solar,fexport_POC,104.5,326891200000000.0
solar,fexport_POC,105.5,351759000000000.0
solar,fexport_POC,106.5,359329800000000.0
solar,fexport_POC,107.5,362832400000000.0
solar,fexport_POC,108.5,364899000000000.0
solar,fexport_POC,109.5,366252800000000.0
solar,fexport_POC,110.5,367214300000000.0
solar,fexport_POC,111.5,367182100000000.0
solar,fexport_POC,112.5,366424900000000.0
solar,fexport_POC,113.5,365759700000000.0
solar,fexport_POC,114.5,365008500000000.0
solar,fexport_POC,115.5,364281800000000.0
solar,fexport_POC,116.5,363621400000000.0
solar,fexport_POC,117.5,363036800000000.0
solar,fexport_POC,118.5,362386100000000.0
solar,fexport_POC,119.5,361734400000000.0
solar,fexport_POC,120.5,361103000000000.0
solar,fexport_POC,121.5,360530000000000.0
solar,fexport_POC,122.5,359910400000000.0
solar,fexport_POC,123.5,359265800000000.0
solar,fexport_POC,124.5,358759800000000.0
solar,fexport_POC,125.5,358334700000000.0
solar,fexport_POC,126.5,357850600000000.0
solar,fexport_POC,127.5,357315600000000.0
solar,fexport_POC,128.5,356669400000000.0
solar,fexport_POC,129.5,356012300000000.0
solar,fexport_POC,130.5,355455900000000.0
solar,fexport_POC,131.5,354847300000000.0
solar,fexport_POC,132.5,354376000000000.0
solar,fexport_POC,133.5,353936600000000.0
solar,fexport_POC,134.5,353540100000000.0
solar,fexport_POC,135.5,353187900000000.0
solar,fexport_POC,136.5,352880100000000.0
solar,fexport_POC,137.5,352595000000000.0
solar,fexport_POC,138.5,352325500000000.0
solar,fexport_POC,139.5,352073400000000.0
solar,fexport_POC,140.5,351827500000000.0
solar,fexport_POC,141.5,351551400000000.0
solar,fexport_POC,142.5,351262800000000.0
solar,fexport_POC,143.5,351000200000000.0
solar,fexport_POC,144.5,350724500000000.0
solar,fexport_POC,145.5,350446900000000.0
solar,fexport_POC,146.5,350184200000000.0
solar,fexport_POC,147.5,349929100000000.0
solar,fexport_POC,148.5,349634300000000.0
solar,fexport_POC,149.5,349364300000000.0
solar,fexport_POC,150.5,349119500000000.0
solar,fexport_POC,151.5,348939800000000.0
solar,fexport_POC,152.5,348676400000000.0
solar,fexport_POC,153.5,348482500000000.0
solar,fexport_POC,154.5,348280200000000.0
solar,fexport_POC,155.5,348155700000000.0
solar,fexport_POC,156.5,347980400000000.0
solar,fexport_POC,157.5,347823500000000.0
solar,fexport_POC,158.5,347662300000000.0
solar,fexport_POC,159.5,347573800000000.0
solar,fexport_POC,160.5,347424200000000.0
solar,fexport_POC,161.5,347312600000000.0
solar,fexport_POC,162.5,347199200000000.0
solar,fexport_POC,163.5,347168700000000.0
solar,fexport_POC,164.5,347042100000000.0
solar,fexport_POC,165.5,347037900000000.0
solar,fexport_POC,166.5,346988100000000.0
solar,fexport_POC,167.5,346860600000000.0
solar,fexport_POC,168.5,346805000000000.0
solar,fexport_POC,169.5,346831600000000.0
solar,fexport_POC,170.5,346703800000000.0
solar,fexport_POC,171.5,346732400000000.0
solar,fexport_POC,172.5,346675900000000.0
solar,fexport_POC,173.5,346655000000000.0
solar,fexport_POC,174.5,346634500000000.0
solar,fexport_POC,175.5,346635700000000.0
solar,fexport_POC,176.5,346630200000000.0
solar,fexport_POC,177.5,346611400000000.0
solar,fexport_POC,178.5,346538500000000.0
solar,fexport_POC,179.5,346597000000000.0
solar,fexport_POC,180.5,346594300000000.0
solar,fexport_POC,181.5,346563500000000.0
solar,fexport_POC,182.5,346565500000000.0
solar,fexport_POC,183.5,346591600000000.0
solar,fexport_POC,184.5,346584700000000.0
solar,fexport_POC,185.5,346591800000000.0
solar,fexport_POC,186.5,346555900000000.0
solar,fexport_POC,187.5,346628200000000.0
solar,fexport_POC,188.5,346624700000000.0
solar,fexport_POC,189.5,346583600000000.0
solar,fexport_POC,190.5,346612700000000.0
solar,fexport_POC,191.5,346689000000000.0
solar,fexport_POC,192.5,346647600000000.0
solar,fexport_POC,193.5,346661800000000.0
solar,fexport_POC,194.5,346675200000000.0
solar,fexport_POC,195.5,346633900000000.0
solar,fexport_POC,196.5,346671600000000.0
solar,fexport_POC,197.5,346746800000000.0
solar,fexport_POC,198.5,346679400000000.0
solar,fexport_POC,199.5,346746900000000.0
solar,ocn_O2,0.5,1.66617395276e+17
solar,ocn_O2,1.5,1.66386318662e+17
solar,ocn_O2,2.5,1.66167387382e+17
solar,ocn_O2,3.5,1.65976017406e+17
solar,ocn_O2,4.5,1.65802710138e+17
solar,ocn_O2,5.5,1.65643519151e+17
solar,ocn_O2,6.5,1.65494929488e+17
solar,ocn_O2,7.5,1.65354624681e+17
solar,ocn_O2,8.5,1.65220763254e+17
solar,ocn_O2,9.5,1.65092304398e+17
solar,ocn_O2,10.5,1.6496830758e+17
solar,ocn_O2,11.5,1.64847986396e+17
solar,ocn_O2,12.5,1.64730858341e+17
solar,ocn_O2,13.5,1.64616646272e+17
solar,ocn_O2,14.5,1.64505085419e+17
solar,ocn_O2,15.5,1.6439592343e+17
solar,ocn_O2,16.5,1.64288908459e+17
solar,ocn_O2,17.5,1.64183856066e+17
solar,ocn_O2,18.5,1.64080684836e+17
solar,ocn_O2,19.5,1.63979305097e+17
solar,ocn_O2,20.5,1.63879531968e+17
solar,ocn_O2,21.5,1.63781253602e+17
solar,ocn_O2,22.5,1.63684371062e+17
solar,ocn_O2,23.5,1.63588888161e+17
solar,ocn_O2,24.5,1.63494726947e+17
solar,ocn_O2,25.5,1.63401776056e+17
solar,ocn_O2,26.5,1.63310016411e+17
solar,ocn_O2,27.5,1.63219373271e+17
solar,ocn_O2,28.5,1.63129834598e+17
solar,ocn_O2,29.5,1.63041424479e+17
solar,ocn_O2,30.5,1.62954084686e+17
solar,ocn_O2,31.5,1.62867829633e+17
solar,ocn_O2,32.5,1.6278261178e+17
solar,ocn_O2,33.5,1.62698356029e+17
solar,ocn_O2,34.5,1.62615086796e+17
solar,ocn_O2,35.5,1.62532806546e+17
solar,ocn_O2,36.5,1.62451449249e+17
solar,ocn_O2,37.5,1.62370946071e+17
solar,ocn_O2,38.5,1.62291355617e+17
solar,ocn_O2,39.5,1.62212667007e+17
solar,ocn_O2,40.5,1.62134814639e+17
solar,ocn_O2,41.5,1.62057735143e+17
solar,ocn_O2,42.5,1.61981427927e+17
solar,ocn_O2,43.5,1.6190589444e+17
solar,ocn_O2,44.5,1.61831081934e+17
solar,ocn_O2,45.5,1.61756977743e+17
solar,ocn_O2,46.5,1.61683624815e+17
solar,ocn_O2,47.5,1.61611006955e+17
solar,ocn_O2,48.5,1.61539075119e+17
solar,ocn_O2,49.5,1.61467807394e+17
solar,ocn_O2,50.5,1.61397196192e+17
solar,ocn_O2,51.5,1.61327173026e+17
solar,ocn_O2,52.5,1.61257792157e+17
solar,ocn_O2,53.5,1.61189091907e+17
solar,ocn_O2,54.5,1.61120972517e+17
solar,ocn_O2,55.5,1.61053418978e+17
solar,ocn_O2,56.5,1.60986450692e+17
solar,ocn_O2,57.5,1.60920083155e+17
solar,ocn_O2,58.5,1.60854279677e+17
solar,ocn_O2,59.5,1.60788946771e+17
solar,ocn_O2,60.5,1.60724134529e+17
solar,ocn_O2,61.5,1.60659882463e+17
solar,ocn_O2,62.5,1.60596110015e+17
solar,ocn_O2,63.5,1.60532863387e+17
solar,ocn_O2,64.5,1.60470160227e+17
solar,ocn_O2,65.5,1.60407896886e+17
solar,ocn_O2,66.5,1.60346105338e+17
solar,ocn_O2,67.5,1.60284817796e+17
solar,ocn_O2,68.5,1.60223990023e+17
solar,ocn_O2,69.5,1.60163584965e+17
solar,ocn_O2,70.5,1.60103657991e+17
solar,ocn_O2,71.5,1.60044202972e+17
solar,ocn_O2,72.5,1.59985152402e+17
solar,ocn_O2,73.5,1.59926525936e+17
solar,ocn_O2,74.5,1.59868324658e+17
solar,ocn_O2,75.5,1.59810512461e+17
solar,ocn_O2,76.5,1.59753107726e+17
solar,ocn_O2,77.5,1.59696104454e+17
solar,ocn_O2,78.5,1.59639511304e+17
solar,ocn_O2,79.5,1.59583279661e+17
solar,ocn_O2,80.5,1.59527445582e+17
solar,ocn_O2,81.5,1.59471997993e+17
solar,ocn_O2,82.5,1.59416912812e+17
solar,ocn_O2,83.5,1.59362209077e+17
solar,ocn_O2,84.5,1.5930788835e+17
solar,ocn_O2,85.5,1.59253966353e+17
solar,ocn_O2,86.5,1.59200351362e+17
solar,ocn_O2,87.5,1.59147062983e+17
solar,ocn_O2,88.5,1.59094123765e+17
solar,ocn_O2,89.5,1.59041500529e+17
solar,ocn_O2,90.5,1.58989233832e+17
solar,ocn_O2,91.5,1.58937344643e+17
solar,ocn_O2,92.5,1.58885737628e+17
solar,ocn_O2,93.5,1.58834430075e+17
solar,ocn_O2,94.5,1.58783435994e+17
solar,ocn_O2,95.5,1.5873268867e+17
solar,ocn_O2,96.5,1.58682242055e+17
solar,ocn_O2,97.5,1.58632111995e+17
solar,ocn_O2,98.5,1.5858222993e+17
solar,ocn_O2,99.5,1.58532618597e+17
solar,ocn_O2,100.5,1.58483300628e+17
solar,ocn_O2,101.5,1.63228096681e+17
solar,ocn_O2,102.5,1.79071717634e+17
solar,ocn_O2,103.5,1.93630692214e+17
solar,ocn_O2,104.5,1.97819625647e+17
solar,ocn_O2,105.5,1.99238730347e+17
solar,ocn_O2,106.5,1.99857958147e+17
solar,ocn_O2,107.5,2.001530228e+17
solar,ocn_O2,108.5,2.00294724477e+17
solar,ocn_O2,109.5,2.00353035259e+17
solar,ocn_O2,110.5,2.00364025733e+17
solar,ocn_O2,111.5,2.00356049103e+17
solar,ocn_O2,112.5,2.0034937025e+17
solar,ocn_O2,113.5,2.0034927222e+17
solar,ocn_O2,114.5,2.00354521826e+17
solar,ocn_O2,115.5,2.00363714159e+17
solar,ocn_O2,116.5,2.00376083002e+17
solar,ocn_O2,117.5,2.00393394392e+17
solar,ocn_O2,118.5,2.00415592816e+17
solar,ocn_O2,119.5,2.00445879737e+17
solar,ocn_O2,120.5,2.00484928829e+17
solar,ocn_O2,121.5,2.00529223811e+17
solar,ocn_O2,122.5,2.00581993597e+17
solar,ocn_O2,123.5,2.0064401348e+17
solar,ocn_O2,124.5,2.00711515209e+17
solar,ocn_O2,125.5,2.00785256877e+17
solar,ocn_O2,126.5,2.00865731809e+17
solar,ocn_O2,127.5,2.00949687765e+17
solar,ocn_O2,128.5,2.01036807252e+17
solar,ocn_O2,129.5,2.01126292296e+17
solar,ocn_O2,130.5,2.0122144974e+17
solar,ocn_O2,131.5,2.01323389102e+17
solar,ocn_O2,132.5,2.01432190462e+17
solar,ocn_O2,133.5,2.01544403359e+17
solar,ocn_O2,134.5,2.01659751752e+17
solar,ocn_O2,135.5,2.01778322148e+17
solar,ocn_O2,136.5,2.01898483885e+17
solar,ocn_O2,137.5,2.02021341478e+17
solar,ocn_O2,138.5,2.02147973122e+17
solar,ocn_O2,139.5,2.02276136023e+17
solar,ocn_O2,140.5,2.02406302583e+17
solar,ocn_O2,141.5,2.02537652716e+17
solar,ocn_O2,142.5,2.02670204155e+17
solar,ocn_O2,143.5,2.02803791318e+17
solar,ocn_O2,144.5,2.02938136197e+17
solar,ocn_O2,145.5,2.03073711359e+17
solar,ocn_O2,146.5,2.03210108196e+17
solar,ocn_O2,147.5,2.03347608538e+17
solar,ocn_O2,148.5,2.03486301132e+17
solar,ocn_O2,149.5,2.03625957847e+17
solar,ocn_O2,150.5,2.03767103123e+17
solar,ocn_O2,151.5,2.03908900445e+17
solar,ocn_O2,152.5,2.04051520503e+17
solar,ocn_O2,153.5,2.0419512285e+17
solar,ocn_O2,154.5,2.04339227934e+17
solar,ocn_O2,155.5,2.04484080645e+17
solar,ocn_O2,156.5,2.04629889806e+17
solar,ocn_O2,157.5,2.04776517711e+17
solar,ocn_O2,158.5,2.04923345182e+17
solar,ocn_O2,159.5,2.05070755638e+17
solar,ocn_O2,160.5,2.05218384764e+17
solar,ocn_O2,161.5,2.05366523048e+17
solar,ocn_O2,162.5,2.05514851279e+17
solar,ocn_O2,163.5,2.05663416439e+17
solar,ocn_O2,164.5,2.05811971023e+17
solar,ocn_O2,165.5,2.05960455309e+17
solar,ocn_O2,166.5,2.06108908967e+17
solar,ocn_O2,167.5,2.0625749147e+17
solar,ocn_O2,168.5,2.06406384761e+17
solar,ocn_O2,169.5,2.06554893877e+17
solar,ocn_O2,170.5,2.06702743599e+17
solar,ocn_O2,171.5,2.06850109925e+17
solar,ocn_O2,172.5,2.06997057097e+17
solar,ocn_O2,173.5,2.07143399951e+17
solar,ocn_O2,174.5,2.07289106637e+17
solar,ocn_O2,175.5,2.07434188499e+17
solar,ocn_O2,176.5,2.07578669817e+17
solar,ocn_O2,177.5,2.07722549965e+17
solar,ocn_O2,178.5,2.07865972958e+17
solar,ocn_O2,179.5,2.08009158211e+17
solar,ocn_O2,180.5,2.08151754568e+17
solar,ocn_O2,181.5,2.08293544051e+17
solar,ocn_O2,182.5,2.0843462964e+17
solar,ocn_O2,183.5,2.08575312488e+17
solar,ocn_O2,184.5,2.08715551576e+17
solar,ocn_O2,185.5,2.08855247955e+17
solar,ocn_O2,186.5,2.08994126904e+17
solar,ocn_O2,187.5,2.09132459671e+17
solar,ocn_O2,188.5,2.09269965029e+17
solar,ocn_O2,189.5,2.09406661833e+17
solar,ocn_O2,190.5,2.09542847635e+17
solar,ocn_O2,191.5,2.09678361829e+17
solar,ocn_O2,192.5,2.09813576827e+17
solar,ocn_O2,193.5,2.09948905897e+17
solar,ocn_O2,194.5,2.10083312715e+17
solar,ocn_O2,195.5,2.1021710542e+17
solar,ocn_O2,196.5,2.1035030316e+17
solar,ocn_O2,197.5,2.10482616368e+17
solar,ocn_O2,198.5,2.10614137591e+17
solar,ocn_O2,199.5,2.10745142496e+17
solar,ocn_ALK,0.5,2.65733527092e+18
solar,ocn_ALK,1.5,2.65726295886e+18
solar,ocn_ALK,2.5,2.65720655577e+18
solar,ocn_ALK,3.5,2.65714832564e+18
