name,latitude,longitude,deposit_type,deposit_subtype,age_ma,age_method,tonnage_mt,cu_pct,mo_pct,au_g_t,major_commodities,state_prov,country,reference
Victor,50.461705909,-121.019715429,Porphyry copper,,208.0,Inferred from U-Pb zircon age for Highland Valley Copper,-9999.0,-9999.0,-9999.0,-9999.0,Cu,British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
JA,50.475005915,-120.978115425,Porphyry copper,,203.0,U-Pb zircon,260.0,0.43,0.017,-9999.0,"Cu, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Highland Valley Copper,50.485605907,-121.048315441,Porphyry copper,Cu-Mo,210.0,U-Pb zircon,1355.6,0.37,0.006,0.006,"Cu, Mo, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Bethlehem,50.498105915,-120.987815434,Porphyry copper,Cu-Mo,203.0,K-Ar,677.0,0.45,0.016,0.005,"Cu, Ag, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
MER,50.503105897,-121.136915461,Porphyry copper,,208.0,Inferred from U-Pb zircon age for Highland Valley Copper,-9999.0,-9999.0,-9999.0,-9999.0,Cu,British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
BX,50.510605922,-120.935015428,Porphyry copper,,208.0,Inferred from U-Pb zircon age for Highland Valley Copper,-9999.0,-9999.0,-9999.0,-9999.0,Cu,British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Colossus,50.531395411,-125.202516123,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Getty South,50.541405916,-120.993015447,Porphyry copper,,208.0,Inferred from U-Pb zircon age for Highland Valley Copper,36.0,0.47,-9999.0,-9999.0,Cu,British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Phil,50.554405999,-120.298615329,Porphyry copper,,205.0,Inferred from U-Pb zircon age for Afton,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Pd",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Getty West,50.561405914,-121.016415457,Porphyry copper,,208.0,Inferred from U-Pb zircon age for Highland Valley Copper,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Krain,50.570805917,-120.997215456,Porphyry copper,,208.0,Inferred from U-Pb zircon age for Highland Valley Copper,72.1,0.31,0.012,-9999.0,"Cu, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Joker,50.575306,-120.300315335,Porphyry copper,,205.0,Inferred from U-Pb zircon age for Afton,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Grey Mask,50.581406,-120.297515337,Porphyry copper,,205.0,Inferred from U-Pb zircon age for Afton,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Fargo,50.584405994,-120.351715347,Porphyry copper,,205.0,Inferred from U-Pb zircon age for Afton,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Ace,50.585305998,-120.318315342,Porphyry copper,,205.0,Inferred from U-Pb zircon age for Afton,-9999.0,-9999.0,-9999.0,-9999.0,Cu,British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Rupert,50.588105144,-127.390016453,Porphyry copper,,167.0,Inferred from U-Pb zircon age for Island Copper,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Admiral Dewy,50.588905997,-120.326715344,Porphyry copper,,205.0,Inferred from U-Pb zircon age for Afton,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Yankee Girl,50.592805136,-127.455816463,Porphyry copper,,167.0,Inferred from U-Pb zircon age for Island Copper,-9999.0,-9999.0,-9999.0,-9999.0,"Fe, Cu",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Bay 29,50.596105136,-127.455816464,Porphyry copper,,167.0,Inferred from U-Pb zircon age for Island Copper,-9999.0,-9999.0,-9999.0,-9999.0,"Fe, Cu",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Road,50.596905136,-127.462816465,Porphyry copper,,167.0,K-Ar biotite,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo, Fe",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Island Copper,50.599705134,-127.475016468,Porphyry copper,,167.0,U-Pb zircon,377.0,0.41,0.017,0.19,"Cu, Mo, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Ajax JV,50.608105989,-120.404415363,Porphyry copper,Cu-Au,205.0,U-Pb zircon,523.0,0.288,0.001,0.185,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Bay 21,50.61080513,-127.511716476,Porphyry copper,,167.0,Inferred from U-Pb zircon age for Island Copper,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Ag, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Wood GP,50.614172974,-120.530848388,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,Cu,British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Kimberly,50.627505996,-120.35441536,Porphyry copper,,205.0,Inferred from U-Pb zircon age for Afton,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Bay 56,50.631105129,-127.521716484,Porphyry copper,,167.0,Inferred from U-Pb zircon age for Island Copper,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Rainbow,50.636105983,-120.465015382,Porphyry copper,,205.0,Inferred from U-Pb zircon age for Afton,30.66,0.528,-9999.0,0.119,"Cu, Ag, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Galaxy,50.643305988,-120.423315377,Porphyry copper,Cu-Au,205.0,Inferred from U-Pb zircon age for Afton,5.4,0.59,-9999.0,0.21,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Python,50.643605991,-120.397815373,Porphyry copper,,205.0,Inferred from U-Pb zircon age for Afton,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Pd",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Iron Mask,50.654705987,-120.437515383,Porphyry copper,Cu-Au,205.0,Inferred from U-Pb zircon age for Afton,2.4,0.84,-9999.0,0.4,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Afton,50.661105978,-120.515015398,Porphyry copper,Cu-Au,205.0,U-Pb zircon,96.84,1.014,-9999.0,0.709,"Cu, Au, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Big Onion,50.662805988,-120.436715385,Porphyry copper,Cu-Au,205.0,U-Pb zircon,3.266,0.71,-9999.0,0.44,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
DM-Audra-Crescent,50.664705982,-120.485815394,Porphyry copper,,204.0,U-Pb zircon,108.8,0.203,-9999.0,0.1,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Crescent,50.664705984,-120.468315391,Porphyry copper,,205.0,U-Pb zircon,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Hushamu,50.675305089,-127.858116542,Porphyry copper,,170.0,U-Pb zircon,735.4,0.198,0.011,0.247,"Cu, Au, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
HEP,50.693905085,-127.892516553,Porphyry copper,,172.0,Inferred from Ar-Ar mean age for Hushamu and Red Dog,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Red Dog,50.710605075,-127.972216568,Porphyry copper,Cu-Au,172.0,Ar-Ar (mean),45.0,0.35,0.006,0.44,"Cu, Au, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Hilltop,50.747505969,-120.632215444,Porphyry copper,,205.0,Inferred from U-Pb zircon age for Afton,-9999.0,-9999.0,-9999.0,-9999.0,Cu,British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Maxine,50.758105966,-120.657815452,Porphyry copper,,205.0,Inferred from U-Pb zircon age for Afton,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Maggie,50.923905883,-121.421115634,Porphyry copper,,63.0,K-Ar,181.44,0.28,0.029,-9999.0,"Cu, Mo, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Copper Mountain (Trigger Lake),51.001705679,-123.139715945,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Ag, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Copper zone,51.039705652,-123.370815994,Porphyry copper,,80.0,Inferred from U-Pb zircon age for Fish Lake,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Rowbottom,51.078305648,-123.416716013,Porphyry copper,,80.0,Inferred from U-Pb zircon age for Fish Lake,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Mohawk,51.094705652,-123.388316013,Porphyry copper,,87.0,K-Ar biotite,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Buzzer,51.101105657,-123.35281601,Porphyry copper,,87.0,K-Ar biotite,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Taseko,51.104405651,-123.400016018,Porphyry copper,Cu-Au,86.0,"K-Ar, Ar-Ar",15.0,0.53,0.012,0.53,"Cu, Au, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Poison Mountain,51.133305748,-122.614215899,Porphyry copper,,58.0,K-Ar (mean),808.0,0.24,0.0075,0.12,"Cu, Au, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Charlie,51.17670562,-123.671416084,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Au, Ag, Cu",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Blue 33-36,51.222505522,-124.488916227,Porphyry copper,,63.0,K-Ar biotite,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Chita,51.25000564,-123.535616085,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Rum 66,51.266105548,-124.29061621,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Tarn Creek,51.266905601,-123.857216142,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
"Hannah 8, 10, 11",51.29080541,-125.404416387,Porphyry copper,,7.0,K-Ar(?),-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Ben 37,51.304405533,-124.416716241,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Rayfield Copper,51.31330594,-121.088915695,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,Cu,British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Fish Lake,51.463605637,-123.625616167,Porphyry copper,Cu-Au,80.0,U-Pb zircon,1150.0,0.22,0.002,0.41,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Worldstock,51.531117047,-120.28668262,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Fly,51.608105534,-124.491716349,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,Cu,British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Newmac,51.73200552,-124.635616412,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Au, Ag, Cu",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Newton Hill,51.803105647,-123.635316277,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Au, Ag, Cu",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Clay,51.880305986,-120.921715843,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Tim #1,51.937005948,-121.249215919,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Miracle,51.947205941,-121.310815933,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Aurizon Gold zone,51.957805944,-121.285615932,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Peach 3,51.960605943,-121.295015935,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Ann North,51.974205942,-121.312815942,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Peach-Melba,51.980805939,-121.337215949,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Murphy Lake,52.02920595,-121.264415951,Porphyry copper,,187.0,K-Ar biotite,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Woodjam,52.257225945,-121.381126046,Porphyry copper,,197.0,Re-Os molybdenite,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Redgold,52.46389394,-121.484182133,Porphyry copper,,196.0,K-Ar,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Zn",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Sawmill,52.468105842,-122.273316271,Porphyry copper,,210.0,Inferred from U-Pb zircon age for Gibraltar,68.492,0.244,-9999.0,-9999.0,"Cu, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Gunn,52.503305848,-122.233916276,Porphyry copper,,207.0,Inferred from U-Pb zircon age for Gibraltar,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Gibraltar,52.518105842,-122.28751629,Porphyry copper,,210.0,U-Pb zircon,1296.5,0.293,0.006,-9999.0,"Cu, Mo, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Mount Polley,52.554405924,-121.641716191,Porphyry copper,Cu-Au,202.0,U-Pb zircon,204.8,0.324,-9999.0,0.3098,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Lloyd-Nordik,52.571405924,-121.644716197,Porphyry copper,Cu-Au,202.0,Inferred from U-Pb zircon age for Mount Polley,7.19,0.31,-9999.0,0.243,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Copper Ace South,52.616672844,-122.302794326,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,Cu,British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Mouse Mountain,53.050005857,-122.321116479,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Ag, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Red Bird,53.299172256,-127.010295308,Porphyry molybdenum-copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Mo, Cu, Re",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Coles Creek,53.533305231,-127.233317427,Porphyry copper,,85.0,unknown (mean),-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Seel,53.653788251,-127.094120452,Porphyry copper,,83.0,U-Pb zircon,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Ox Lake,53.673605257,-127.056917454,Porphyry copper,,83.0,K-Ar,21.4,0.34,0.008,-9999.0,"Cu, Mo, Pb",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Huckleberry,53.681105241,-127.178117474,Porphyry copper,Cu-Mo,83.0,U-Pb zircon,177.5,0.468,0.014,0.023,"Cu, Mo, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
New Nanik,53.751105174,-127.686717573,Porphyry copper,,48.0,Inferred from K-Ar age for Berg,16.458,0.437,-9999.0,-9999.0,"Cu, Mo, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Berg,53.803605208,-127.435017557,Porphyry copper,Cu-Mo,48.0,K-Ar,650.6,0.284,0.036,0.018,"Cu, Mo, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Sylvia,53.850305243,-127.180817539,Porphyry copper,,48.0,Inferred from K-Ar age for Berg,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Pam,53.859405265,-127.016417519,Porphyry copper,,48.0,Inferred from K-Ar age for Berg,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Poplar,54.016705272,-126.990017576,Porphyry copper,,74.0,K-Ar(?),236.0,0.37,-9999.0,-9999.0,"Cu, Mo, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Copper Star,54.229205238,-127.267817699,Porphyry copper,,48.0,Inferred from K-Ar age for Berg,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Croesus,54.2877833,-126.816961656,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Kino,54.558105099,-128.326717979,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo, Pb",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Thezar 75,54.750005373,-126.33779577,Porphyry copper,,77.0,K-Ar biotite,-9999.0,-9999.0,-9999.0,-9999.0,Cu,British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
unnamed,54.7815,-132.0565,Porphyry copper,,438.0,U-Pb zircon,-9999.0,-9999.0,-9999.0,-9999.0,"Cu(?), Mo(?)",Alaska,United States,U.S. Geological Survey National Mineral Resource Assessment Team (2002)
Big Onion,54.809705298,-126.896117877,Porphyry copper,,48.0,K-Ar (mean),94.4,0.42,0.02,0.064,"Cu, Mo, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Zymo,54.835283155,-127.943629039,Porphyry copper,,89.0,Inferred from U-Pb zircon age for Louise Lake,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Louise Lake,54.85220519,-127.69001801,Porphyry copper,,89.0,U-Pb zircon,151.0,0.238,0.008,0.228,"Cu, Mo, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Babs,54.853605421,-126.002217761,Porphyry copper,,52.0,Inferred from Ar-Ar age for Bell Copper,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Granisle,54.944505401,-126.157217822,Porphyry copper,,51.0,K-Ar,171.2,0.41,-9999.0,0.144,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Bell Copper,55.002805392,-126.231917857,Porphyry copper,,52.0,Ar-Ar,495.0,0.36,0.005,0.16,"Cu, Ag, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Camp,55.082505618,-124.58501763,Porphyry copper,,183.0,Inferred from U-Pb zircon age for Mount Milligan,-9999.0,-9999.0,-9999.0,-9999.0,Cu,British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Jean,55.105005568,-124.9561177,Porphyry copper,,134.0,K-Ar (mean),27.0,0.3,0.015,-9999.0,"Cu, Mo, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Mount Milligan,55.123905694,-124.027517555,Porphyry copper,Cu-Au,183.0,U-Pb zircon,602.7,0.192,-9999.0,0.349,"Au, Cu, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Moss,55.137205626,-124.531117644,Porphyry copper,,183.0,Inferred from U-Pb zircon age for Mount Milligan,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Pb",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Morrison,55.183105388,-126.286117941,Porphyry copper,Cu-Au,54.0,Ar-Ar,206.9,0.337,0.004,0.177,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Eagle,55.184205582,-124.862817717,Porphyry copper,,183.0,Inferred from U-Pb zircon age for Mount Milligan,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Skook,55.200005628,-124.52831767,Porphyry copper,,183.0,Inferred from U-Pb zircon age for Mount Milligan,-9999.0,-9999.0,-9999.0,-9999.0,"Au, Ag, Cu",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Vector,55.201705579,-124.888617729,Porphyry copper,,183.0,Inferred from U-Pb zircon age for Mount Milligan,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Falcon,55.204405551,-125.094717763,Porphyry copper,,183.0,Inferred from U-Pb zircon age for Mount Milligan,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo, Pb",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Wolf,55.215305377,-126.367217966,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
SRM,55.233605629,-124.522517683,Porphyry copper,,183.0,Inferred from U-Pb zircon age for Mount Milligan,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Dorothy,55.247805405,-126.16811795,Porphyry copper,,52.0,Inferred from Ar-Ar age for Bell Copper,45.0,0.26,0.01,-9999.0,"Cu, Mo, Zn",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
COL,55.249205597,-124.759217728,Porphyry copper,,183.0,Inferred from U-Pb zircon age for Mount Milligan,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Chuchi,55.263105627,-124.545317699,Porphyry copper,Cu-Au,183.0,U-Pb zircon,50.0,0.21,-9999.0,0.21,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Heath #1,55.270805543,-125.162817802,Porphyry copper,,183.0,Inferred from U-Pb zircon age for Mount Milligan,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
NAK,55.286105396,-126.238117976,Porphyry copper,,52.0,Ar-Ar,271.0,0.184,-9999.0,0.133,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Aplite Creek,55.323605583,-124.879417778,Porphyry copper,,183.0,Inferred from U-Pb zircon age for Mount Milligan,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
unnamed,55.40979,-133.29892,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo(?)",Alaska,United States,U.S. Geological Survey National Mineral Resource Assessment Team (2002)
Trail Peak,55.412227388,-126.312240041,Porphyry copper,,49.0,K-Ar biotite,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Kwanika South,55.507505524,-125.333317929,Porphyry copper,,200.0,U-Pb zircon,129.1,0.3,0.01,0.09,"Cu, Au, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Kwanika Central,55.530005522,-125.352017942,Porphyry copper,Cu-Au,200.0,U-Pb zircon,182.6,0.29,-9999.0,0.28,"Cu, Au, Mo",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Big Bulk,55.663060967,-129.348629585,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
TAK,55.70360554,-125.246117999,Porphyry copper,,184.0,Inferred from K-Ar age for Lorraine,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Auddie,55.740005515,-125.430018044,Porphyry copper,,-9999.0,Geologic inference,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Discovery,55.828105534,-125.302518062,Porphyry copper,,184.0,Inferred from K-Ar age for Lorraine,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Timber,55.830805531,-125.322518067,Porphyry copper,,184.0,Inferred from K-Ar age for Lorraine,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
MacKenzie,55.83110553,-125.332518069,Porphyry copper,,184.0,Inferred from K-Ar age for Lorraine,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Au, Ag",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
Dorothy,55.88530553,-125.337518093,Porphyry copper,,184.0,Inferred from K-Ar age for Lorraine,-9999.0,-9999.0,-9999.0,-9999.0,"Cu, Mo, Zn",British Columbia,Canada,"Mihalasky and others (2011, revised 2013)"
