RefNo,ResultNo,RockName,Year,Authors,Title,Journal,Volume,Pages,Continent,RockType,LowAge,HighAge,LoMagAge,HiMagAge,SLat,SLon,PLat,PLon,DP,DM,Dec,Inc,K,A95,B,N,QSUM,Q1,Q2,Q3,Q4,Q5,Q6,Q7,RSUM,R1,R2,R3,R4,R5,R6,R7,Component,Tests,Tilt,PType,DemagCode,Treatment,Method,Terrane,StratAge,RLat,RLon,Comments
2643,6918,Guaneros Formation,1992,"Roperch,P., Carlier,G.",Paleomagnetism of Mesozoic rocks from the Central Andes of southern Peru: importance of rotations in the development of the Bolivian orocline,J.Geophys.Res.,97,17233-17249,South America,"extrusives, andesites, dacites",161,172,161,172,-18.1,-70.7,62.2,187.6,4.2,7.1,330.6,-38.1,87,6,8,62,4,1,1,1,0,0,0,1,,,,,,,,,,"F-,M",0,D,3,AT,fossils,,J2,-18.1,-70.7,
2643,6919,Tiquina Formation,1992,"Roperch,P., Carlier,G.",Paleomagnetism of Mesozoic rocks from the Central Andes of southern Peru: importance of rotations in the development of the Bolivian orocline,J.Geophys.Res.,97,17233-17249,South America,sediments,245,260,245,260,-16,-69,15.8,188.3,12.1,21.9,282.2,-30.1,40,19.7,3,25,3,1,0,1,0,0,0,1,,,,,,,,,,Ro,100,D,3,T,stratigraphic,,P3-T1,-16,-69,
2644,6920,White Mountain Magma Series,1992,"Van Fossen, M.C., Kent, D.V.",Paleomagnetism of 122Ma plutons in New England and the mid-Cretaceous paleomagnetic field in North America: true polar wander or large-scale differential mantle motion,J.Geophys.Res.,97,19651-19661,North America,"intrusives, gabbro, monzonite",119,126,119,126,43.5,-71.7,71.3,187.5,4.2,4.2,156.5,-56.8,274.9,3.3,8,55,5,1,1,1,0,1,0,1,,,,,,,,,,"R-,M",0,V,3,AT,40Ar/39Ar,,K1,43.5,-71.7,
2645,6921,Hound Island Volcanics,1992,"Haeussler,P., Coe,R.S., Onstott,T.C.",Paleomagnetism of the Late Triassic Hound Island Volcanics: revisited,J.Geophys.Res.,97,19617-19639,North America,"extrusives,pillow basalts,pyroclastics",204,222,204,222,57.1,-133.1,-2.7,104.6,13.2,13.2,298.1,-31,6.8,14.3,18,71,5,1,1,1,1,0,0,1,,,,,,,,,A Component,"F+,C*+,Ro,M",100,V,4,AT,fossils,Alexander,T3,57.1,-133.1,Regarded as primary magnetization
2645,6922,Hound Island Volcanics,1992,"Haeussler,P., Coe,R.S., Onstott,T.C.",Paleomagnetism of the Late Triassic Hound Island Volcanics: revisited,J.Geophys.Res.,97,19617-19639,North America,"extrusives,pillow basalts,pyroclastics",204,222,21,25,57.1,-133.6,81.2,332.4,31.5,36.6,194.4,-69.9,6.8,21.3,9,51,3,0,1,1,0,0,0,1,,,,,,,,,B Component,M,0,D,4,AT,fossils,Alexander,T3,57.1,-133.1,Overprint from Point Camden Gabbro
2645,6923,Hound Island Volcanics,1992,"Haeussler,P., Coe,R.S., Onstott,T.C.",Paleomagnetism of the Late Triassic Hound Island Volcanics: revisited,J.Geophys.Res.,97,19617-19639,North America,"extrusives,pillow basalts,pyroclastics",204,222,90,110,57.1,-133.6,66.3,313,7.3,7.3,39.1,66.9,15.5,5,56,315,3,0,1,1,0,0,0,1,,,,,,,,,C Component,"F-,M",0,V,4,AT,fossils,Alexander,T3,57.1,-133.1,Mid Cretaceous overprint
2645,6924,Pybos Formation,1992,"Haeussler,P., Coe,R.S., Onstott,T.C.",Paleomagnetism of the Late Triassic Hound Island Volcanics: revisited,J.Geophys.Res.,97,19617-19639,North America,"sediments,limestones,dolomite",251,299,90,110,56.9,-134,71.6,326.1,6.8,6.8,28.7,66.4,135.4,4.8,8,41,3,0,1,1,0,0,0,1,,,,,,,,,,"F-,M",0,V,4,AT,stratigraphic,Alexander,P,56.9,-134,Mid-Cretaceous remagnetization
2646,6925,Point Camden Gabbro,1992,"Haeussler,P.J., Coe,R.S., Renne,P.","Paleomagnetism and geochronology of 23 Ma gabbroic intrusions in the Keku Strait, Alaska, and implications for the Alexander terrane",J.Geophys.Res.,97,19641-19649,North America,"intrusives, gabbros",21,25,21,25,56.9,-134,87.1,141.6,10.1,10.1,355.7,70.5,25.1,6.6,20,127,6,1,1,1,1,1,0,1,,,,,,,,,,"C+,Ro,M",0,V,3,AT,40Ar/39Ar,Alexander,E3-N1,56.9,-134,
2647,6926,Plio-Pleistocene Clays,1992,"Scheepers, P.",No tectonic rotation for the Apulia-Gargano foreland in the Pleistocene,Geophys.Res.Lett.,19,2275-2278,Europe,"sediments, clays",1,4,1,4,41,16.5,85.2,206.1,3.1,4.3,179,-55.7,240,3,11,180,6,1,1,1,0,1,1,1,,,,,,,,,,Ra,100,D,4,T,stratigraphic,,N2-3,41,16.5,
2652,6927,Calipuy Group and Intrusions,1992,"Macedo-Sanchez,O., Surmount,J., Kissel,C., Laj,C.",New temporal constraints on the rotation of the Permian central Andes obtained from paleomagnetism,Geophys.Res.Lett.,19,1875-1878,South America,"extrusives, intrusives",15,53,15,53,-12,-76.5,71.7,183.7,2.8,5.1,161.4,27.3,73,4.7,14,130,5,1,1,1,0,1,0,1,,,,,,,,,,"R-,M",100,D,3,T,K-Ar,,E2-N1,-12,-76.5,
2653,6928,Ilerdian Stage Sediments,1992,"Pascual, J.O., Pares, J.M., Langereis, C.G., Zijderveld, J.D.A.","Magnetostratigraphy and rock magnetism of the Ilerdian stratotype at Tremp, Spain",Phys.Earth Planet.Interiors,74,139-157,Europe,"sediments, marls, sandstones",54,57,54,57,42.1,0.7,71.1,138.4,3.4,5.4,14.2,45.7,10.2,4.2,,120,6,1,1,1,0,1,1,1,,,,,,,,,,"Rb,M",100,D,4,AT,fossils,Iberia,E2,42.1,0.7,
2654,6929,Lancara Formation,1992,"Hirt,A.M., Lowrie,W., Julivert,M., Arboleya,M.L.",Paleomagnetic results in support of a model for the origin of the Asturian arc,Tectonophysics,213,321-339,Europe,"sediments, limestones",501,542,501,542,43,-5.8,21.2,213.5,5.8,10.5,142,30.4,24.8,9.4,11,91,5,1,1,1,1,0,0,1,,,,,,,,,,"Ro,F+,M",100,D,4,T,fossils,,CB1-2,43,-5.8,Correction made for radial fields plus local tectonics
2654,6930,Alba and Barcaliente Formations,1992,"Hirt,A.M., Lowrie,W., Julivert,M., Arboleya,M.L.",Paleomagnetic results in support of a model for the origin of the Asturian arc,Tectonophysics,213,321-339,Europe,"sediments, limestones",315,359,315,359,43,-5.8,23.9,215.2,7.2,13.3,142,25.1,8.3,12.4,19,189,4,1,0,1,1,0,0,1,,,,,,,,,,"F+,Ro,M",100,D,4,AT,fossils,,C1,43,-5.8,Correction made for radial fields plus local tectonics
2656,6931,Lower Scaglia Rossa,1992,"Channell,J.E.T.",Paleomagnetic data from Umbria (Italy): implications for the rotation of Adria and Mesozoic apparent polar wander paths,Tectonophysics,216,365-378,Europe,"sediments, red limestones",83,92,83,92,43.6,12.5,49.5,271.1,9.5,15.3,315.3,43.5,102.2,12.3,3,48,6,1,1,1,1,1,0,1,,,,,,,,,,F+,100,D,4,T,fossils,,K2,43.6,12.5,
2656,6932,Umbrian Sediments,1992,"Channell,J.E.T.",Paleomagnetic data from Umbria (Italy): implications for the rotation of Adria and Mesozoic apparent polar wander paths,Tectonophysics,216,365-378,Europe,"sediments, limestones",125,155,125,155,43.6,12.5,29.7,280.7,2,3.5,293.7,34,291.2,3,9,259,6,1,1,1,1,1,0,1,,,,,,,,,Combined Result,F+,100,D,4,T,fossils,,J3-K1,43.6,12.5,Includes data from RESULTNO 1529
2656,6933,Ammonitico Rosso and Corniola Formations,1992,"Channell,J.E.T.",Paleomagnetic data from Umbria (Italy): implications for the rotation of Adria and Mesozoic apparent polar wander paths,Tectonophysics,216,365-378,Europe,"sediments, limestones",172,190,172,190,43.6,12.5,50.6,279.4,3.9,5.9,312.7,49.5,154.7,4.5,8,187,6,1,1,1,1,1,0,1,,,,,,,,,Combined Result,F+,100,D,4,T,fossils,,J1-2,43.6,12.5,Includes data from RESULTNO 725
2657,6934,Long Range Dykes,1992,"Murthy, G.S., Gower, C., Tubett, M., Patzold, R.","Paleomagnetism of Eocambrian Long Range dykes and Double Mer Formation from Labrador, Canada",Canad. J. Earth Sci.,29,1224-1234,North America,"intrusives, mafic dykes",613,617,613,617,53.7,-56.7,11.6,346,18.3,25.7,124.8,55.5,48,18,12,69,6,1,1,1,1,1,0,1,,,,,,,,,"Dykes 2,4 and 6","C+,M",0,D,4,AT,"U-Pb,40Ar/39Ar",,NP2,53.7,-56.9,"Mean of 3 dykes. U-Pb age 615+6/-4 Ma, see REFNO 3461"
2657,6935,Long Range Dykes,1992,"Murthy, G.S., Gower, C., Tubett, M., Patzold, R.","Paleomagnetism of Eocambrian Long Range dykes and Double Mer Formation from Labrador, Canada",Canad. J. Earth Sci.,29,1224-1234,North America,"intrusives, mafic dykes",613,617,613,617,53.6,-57.5,69.6,352.2,25.6,27.9,215.3,-75.5,67,15.2,3,17,5,1,0,1,1,1,0,1,,,,,,,,,Dyke 1,"C*+,M",0,D,4,AT,"U-Pb,40Ar/39Ar",,NP2,53.7,-56.9,This dyke has U-Pb age of 615+/-2 Ma
2657,6936,Long Range Dykes,1992,"Murthy, G.S., Gower, C., Tubett, M., Patzold, R.","Paleomagnetism of Eocambrian Long Range dykes and Double Mer Formation from Labrador, Canada",Canad. J. Earth Sci.,29,1224-1234,North America,"intrusives, mafic dykes",613,617,613,617,53.7,-56.7,35.5,29.4,14.4,21.7,249.8,-49.2,43,16.4,1,6,4,1,0,1,0,1,0,1,,,,,,,,,Dyke 3,M,0,D,4,AT,"U-Pb,40Ar/39Ar",,NP2,53.7,-56.9,
2657,6937,Long Range Dykes,1992,"Murthy, G.S., Gower, C., Tubett, M., Patzold, R.","Paleomagnetism of Eocambrian Long Range dykes and Double Mer Formation from Labrador, Canada",Canad. J. Earth Sci.,29,1224-1234,North America,"intrusives, mafic dykes",613,617,613,617,53.7,-56.6,-17.4,35.2,4.4,8,279.1,28.1,31,7.3,1,5,4,1,0,1,0,1,0,1,,,,,,,,,Dyke 5,M,0,D,4,AT,"U-Pb,40Ar/39Ar",,NP2,53.7,-56.9,
2657,6938,Double Mer Formation,1992,"Murthy, G.S., Gower, C., Tubett, M., Patzold, R.","Paleomagnetism of Eocambrian Long Range dykes and Double Mer Formation from Labrador, Canada",Canad. J. Earth Sci.,29,1224-1234,North America,"sediments, redbeds",542,600,542,600,54,-59.5,13.7,356.2,10.5,15.7,110.8,50.1,24.6,11.7,5,25,5,1,1,1,0,1,0,1,,,,,,,,,,"Fo,M",100,D,4,T,stratigraphic,,NP3,54,-59.5,
2658,6939,Manitou Falls Formation,1992,"Kotzer, T.G., Kyser, T.K., Irving, E.","Paleomagnetism and the evolution of fluids in the Proterozoic Athabasca Basin, northern Saskatchewan, Canada",Canad. J. Earth Sci.,29,1474-1491,North America,"sediments, hematitic sandstones",1650,1750,1650,1750,57.5,-104.5,12,271,6,7,158,62,48,5,2,21,4,1,0,1,0,1,0,1,,,,,,,,,A Magnetization,M,0,D,4,T,U-Pb,,PP,57.5,-104.5,
2658,6940,Manitou Falls Formation,1992,"Kotzer, T.G., Kyser, T.K., Irving, E.","Paleomagnetism and the evolution of fluids in the Proterozoic Athabasca Basin, northern Saskatchewan, Canada",Canad. J. Earth Sci.,29,1474-1491,North America,"sediments, hematitic sandstones",1650,1750,1450,1650,57.5,-104.5,-12,246,3,5,11,-36,76,7,1,6,3,0,0,1,0,1,0,1,,,,,,,,,B Magnetization,M,0,D,4,T,U-Pb,,PP,57.5,-104.5,Associated with Rb-Sr age of 1477+/-57 Ma
2658,6941,Manitou Falls Formation,1992,"Kotzer, T.G., Kyser, T.K., Irving, E.","Paleomagnetism and the evolution of fluids in the Proterozoic Athabasca Basin, northern Saskatchewan, Canada",Canad. J. Earth Sci.,29,1474-1491,North America,"sediments, hematitic sandstones",1650,1750,900,1000,57.5,-104.5,77,284,5,5,18,79,95,3,6,31,4,0,1,1,0,1,0,1,,,,,,,,,C Magnetization,M,0,D,4,T,U-Pb,,PP,57.5,-104.5,Associated with Rb-Sr age of 970 Ma
2659,6942,Selwyn Inlet Dyke Swarm,1992,"Irving, E., Souther, J.G., Baker, J.","Tertiary extension and tilting in the Queen Charlotte Islands, evidence from dyke swarms and their paleomagnetism",Canad. J. Earth Sci.,29,1878-1898,North America,intrusives,7,19,7,19,52.9,-131.8,67.1,259.4,10,10,37.6,79.2,29,5.8,23,121,5,1,1,1,0,1,0,1,,,,,,,,,,"R-,M",0,V,3,AT,K-Ar,,N1,52.9,-131.8,Note: Paleomagnetic data suggests dykes have been tilted
2659,6943,Tasu Sound Dyke Swarm,1992,"Irving, E., Souther, J.G., Baker, J.","Tertiary extension and tilting in the Queen Charlotte Islands, evidence from dyke swarms and their paleomagnetism",Canad. J. Earth Sci.,29,1878-1898,North America,intrusives,15,50,15,50,52.8,-132,71.7,204.7,8.5,8.5,159.8,-78.5,61,4.7,16,82,5,1,1,1,0,1,0,1,,,,,,,,,,"R-,M",0,V,3,AT,"K-Ar,correlation",,E2-N1,52.8,-132,Note: Paleomagnetic evidence suggests dykes have been tilted
2659,6944,Lyell Island Dyke Swarm,1992,"Irving, E., Souther, J.G., Baker, J.","Tertiary extension and tilting in the Queen Charlotte Islands, evidence from dyke swarms and their paleomagnetism",Canad. J. Earth Sci.,29,1878-1898,North America,intrusives,15,50,15,50,52.7,-131.7,70.3,222,9.2,9.2,173.5,-80.6,49,5,18,95,6,1,1,1,0,1,1,1,,,,,,,,,,"Rc,M",0,V,3,AT,"K-Ar,correlation",,E2-N1,52.7,-131.7,Note: Paleomagnetic evidence suggests dykes have been tilted
2659,6945,Burnaby Island Dyke Swarm,1992,"Irving, E., Souther, J.G., Baker, J.","Tertiary extension and tilting in the Queen Charlotte Islands, evidence from dyke swarms and their paleomagnetism",Canad. J. Earth Sci.,29,1878-1898,North America,intrusives,15,50,15,50,52.4,-131.3,68,215.1,12.3,12.3,161.4,-80.2,24,7.4,17,84,6,1,1,1,0,1,1,1,,,,,,,,,,"Rc,M",0,V,3,AT,"K-Ar,correlation",,E2-N1,52.4,-131.3,Note: Paleomagnetic evidence suggests dykes have been tilted
2659,6946,Collison Bay Dyke Swarm,1992,"Irving, E., Souther, J.G., Baker, J.","Tertiary extension and tilting in the Queen Charlotte Islands, evidence from dyke swarms and their paleomagnetism",Canad. J. Earth Sci.,29,1878-1898,North America,intrusives,41,55,41,55,52.3,-131.2,73.6,210.9,7.1,7.1,346.4,77.7,74,4,18,91,6,1,1,1,0,1,1,1,,,,,,,,,,"Rb,M",0,V,3,AT,K-Ar,,E2,52.3,-131.2,Note: Paleomagnetic evidence suggests dykes have been tilted
2659,6947,Rose Harbour Dyke Swarm,1992,"Irving, E., Souther, J.G., Baker, J.","Tertiary extension and tilting in the Queen Charlotte Islands, evidence from dyke swarms and their paleomagnetism",Canad. J. Earth Sci.,29,1878-1898,North America,intrusives,42,45,42,45,52.2,-131.1,64,203.7,12,12,144,-80.6,31,6.7,16,86,6,1,1,1,0,1,1,1,,,,,,,,,,"Rc,M",0,V,3,AT,K-Ar,,E2,52.2,-131.1,Note: Paleomagnetic evidence suggests dykes have been tilted
2659,6948,Masset Island Volcanics,1992,"Irving, E., Souther, J.G., Baker, J.","Tertiary extension and tilting in the Queen Charlotte Islands, evidence from dyke swarms and their paleomagnetism",Canad. J. Earth Sci.,29,1878-1898,North America,extrusives,19,25,19,25,53.6,-132.5,64.3,252.9,10.4,10.4,41.1,81.3,102,5.5,8,52,6,1,1,1,0,1,1,1,,,,,,,,,,"Rc,M",0,V,3,AT,K-Ar,,E3-N1,53.6,-132.5,Note: Paleomagnetic evidence suggests dykes have been tilted
2659,6949,Louise Island Pluton,1992,"Irving, E., Souther, J.G., Baker, J.","Tertiary extension and tilting in the Queen Charlotte Islands, evidence from dyke swarms and their paleomagnetism",Canad. J. Earth Sci.,29,1878-1898,North America,intrusives,33,35,33,35,53,-131.9,69.6,207.3,7.4,7.4,157.7,-80.1,377,3.9,5,27,6,1,1,1,0,1,1,1,,,,,,,,,,"Rb,M",0,V,3,AT,U-Pb,,E3,53,-131.9,Note: Paleomagnetic evidence suggests dykes have been tilted
2660,6950,Alto Palena Formation,1992,"Cembrano, J., Beck, M.E., Burmester, R.F., Rojas, C., Garcia, A., Herve, F.","Paleomagnetism of Lower Cretaceous rocks from east of the Liquine-Ofqui fault zone, southern Chile: evidence of small in-situ clockwise rotations",Earth Planet.Sci.Letters,113,539-551,South America,"extrusives, sediments",130,140,100,120,-43.6,-71.8,83.1,346.7,8.1,8.1,7.4,-58,54.5,7,9,63,4,1,1,1,0,0,0,1,,,,,,,,,,Fo,100,V,3,AT,fossils,,K1,-43.6,-71.8,Remagnetized by North Patagonian Batholith
2660,6951,North Patagonian Batholith,1992,"Cembrano, J., Beck, M.E., Burmester, R.F., Rojas, C., Garcia, A., Herve, F.","Paleomagnetism of Lower Cretaceous rocks from east of the Liquine-Ofqui fault zone, southern Chile: evidence of small in-situ clockwise rotations",Earth Planet.Sci.Letters,113,539-551,South America,"intrusives, granite, monzonite",100,120,100,120,-43.7,-72,86.1,314.7,10.3,10.3,2.4,-59.2,145.7,7.6,4,22,2,1,0,1,0,0,0,0,,,,,,,,,,N,0,V,3,AT,Rb-Sr,,K1,-43.7,-72,
2661,6952,Yingjisha Sediments,1992,"Chen, Y., Cogne, J.P., Courtillot, V.","New Cretaceous paleomagnetic poles from the Tarim Basin, northwestern China",Earth Planet.Sci.Letters,114,17-38,Asia,"sediments, redbeds",65,100,65,100,38.5,76.4,71,234,6.8,11.6,7.6,37.1,46.6,9.9,6,44,5,1,1,1,0,1,0,1,,,,,,,,,,"Ro,M",100,D,4,T,fossils,Tarim,K2,38.5,76.4,
2661,6953,Yingjisha Sediments,1992,"Chen, Y., Cogne, J.P., Courtillot, V.","New Cretaceous paleomagnetic poles from the Tarim Basin, northwestern China",Earth Planet.Sci.Letters,114,17-38,Asia,"sediments, redbeds",100,146,100,146,38.5,76.4,70.4,212.1,6.6,10.8,14.8,41,192.7,8.9,3,21,4,1,0,1,0,1,0,1,,,,,,,,,,"Ro,M",100,D,4,T,fossils,Tarim,K1,38.5,76.4,
2661,6954,Wuqia Sediments,1992,"Chen, Y., Cogne, J.P., Courtillot, V.","New Cretaceous paleomagnetic poles from the Tarim Basin, northwestern China",Earth Planet.Sci.Letters,114,17-38,Asia,"sediments, redbeds",65,100,65,100,39.5,75,70.8,222.6,5.4,8.9,11,40,39.5,7.4,11,62,6,1,1,1,1,1,0,1,,,,,,,,,,"F+,M",100,D,4,T,fossils,Tarim,K2,39.5,75,
2661,6955,Wuqia Sediments,1992,"Chen, Y., Cogne, J.P., Courtillot, V.","New Cretaceous paleomagnetic poles from the Tarim Basin, northwestern China",Earth Planet.Sci.Letters,114,17-38,Asia,"sediments, redbeds",100,146,100,146,39.5,75,66.3,226.6,9,15.9,191.6,-33,19.9,14,7,39,6,1,1,1,1,1,0,1,,,,,,,,,,"F+,Ro,M",100,D,4,T,fossils,Tarim,K1,39.5,75,
2662,6956,Trubi Formation,1992,"Van Hoof, A.A.M., Langereis, C.G.",The upper and lower Thvera sedimentary geomagnetic reversal records from southern Sicily,Earth Planet.Sci.Letters,114,59-75,Europe,"sediments, marls",4,5,4,5,37.3,13.6,80.1,177.4,8.1,12.6,183.1,-46.5,159.8,9.8,3,22,4,1,0,1,0,1,0,1,,,,,,,,,,"Ro,M",100,D,4,T,"fossils,magnetostratigraphy",,N2,37.3,13.6,
2664,6958,Devonian Sediments,1992,"Smethurst, M.A., Khramov, A.N.","A new Devonian palaeomagnetic pole for the Russian platform and Baltica, and related apparent polar wander",Geophys.J.Int.,108,179-192,Europe,"sediments, redbeds",407,416,407,416,48.7,26,3.7,325.5,5.2,8.7,69.4,-38.8,16.6,7.3,9,25,6,1,1,1,0,1,1,1,,,,,,,,,H Component,"Rc,M",100,D,4,AT,fossils,Russian Platform,D1,48.7,26,
2664,6959,Devonian Sediments,1992,"Smethurst, M.A., Khramov, A.N.","A new Devonian palaeomagnetic pole for the Russian platform and Baltica, and related apparent polar wander",Geophys.J.Int.,108,179-192,Europe,"sediments, redbeds",407,416,250,320,48.7,26,45.8,168.2,1.6,3.1,205.7,-19.6,95.3,3,25,172,4,0,1,1,0,1,0,1,,,,,,,,,I Component,M,0,D,4,AT,fossils,Russian Platform,D1,48.7,26,Late Paleozoic (Kiaman) overprint
2665,6960,Todos Santos Formation G1,1992,"Gose, W.A., Finch, R.C.",Stratigraphic implications of palaeomagnetic data from Honduras,Geophys.J.Int.,108,855-864,North America,sediments,112,146,112,146,15.5,-91.5,65.1,161.5,4.4,8.5,156.1,-14.1,22.1,8.3,1,15,3,1,0,1,0,0,0,1,,,,,,,,,,N,100,D,3,T,fossils,,K1,15.5,-91.5,
2665,6961,Todos Santos Formation G2,1992,"Gose, W.A., Finch, R.C.",Stratigraphic implications of palaeomagnetic data from Honduras,Geophys.J.Int.,108,855-864,North America,sediments,112,146,112,146,15.2,-90.2,53.1,164.9,4.6,9.1,324.5,7.1,45.8,9,1,7,3,1,0,1,0,0,0,1,,,,,,,,,,N,100,D,3,T,fossils,,K1,15.2,-90.2,
2665,6962,Plancitos Formation,1992,"Gose, W.A., Finch, R.C.",Stratigraphic implications of palaeomagnetic data from Honduras,Geophys.J.Int.,108,855-864,North America,sediments,100,125,100,125,14.3,-87,-10.7,206.7,3.8,6.6,252.9,35.7,50,5.7,1,14,3,1,0,1,0,0,0,1,,,,,,,,,,Ro,100,D,3,T,stratigraphic,,K1,14.3,-87,
2665,6963,Padre Miguel Group,1992,"Gose, W.A., Finch, R.C.",Stratigraphic implications of palaeomagnetic data from Honduras,Geophys.J.Int.,108,855-864,North America,"extrusives, ignimbrites",10,14,10,14,14.3,-87.4,82.2,284,1.4,2.4,1.7,38.8,320.3,2,1,17,3,1,0,1,0,0,0,1,,,,,,,,,,N,100,D,3,T,K-Ar,,N1,14.3,-87.4,
2666,6964,Old Red Sandstone,1992,"Channell,J.E.T., McCabe,C., Woodcock,N.H.",Early Devonian (pre-Acadian) magnetization directions in Lower Old Red Sandstone of south Wales (UK),Geophys.J.Int.,108,883-894,Europe,"sediments, redbeds",398,423,398,423,51.9,-3.8,7.3,126.7,5.4,9.5,232.2,31.9,24.6,8.5,13,148,6,1,1,1,1,0,1,1,,,,,,,,,High Temp.,"F+,Rc",100,D,4,T,fossils,East Avalon,S3-D1,51.9,-3.8,
2666,6965,Old Red Sandstone,1992,"Channell,J.E.T., McCabe,C., Woodcock,N.H.",Early Devonian (pre-Acadian) magnetization directions in Lower Old Red Sandstone of south Wales (UK),Geophys.J.Int.,108,883-894,Europe,"sediments, redbeds",398,423,299,318,51.9,-3.8,40.4,158,1.3,2.6,193.8,-7.2,87.6,2.6,35,480,3,0,1,1,0,0,0,1,,,,,,,,,Low Temperature,F-,0,D,4,T,fossils,East Avalon,S3-D1,51.9,-3.8,Late Carboniferous remagnetization
2667,6966,Central Black Mountains Volcanics,1992,"Faulds, J.E., Geissman, J.W., Shafiqullah, M.","Implications of paleomagnetic data on Miocene extension near a major accommodation zone in the Basin and Range Province, northwestern Arizona and southern Nevada",Tectonics,11,204-227,North America,"extrusives, basalts, andesites",14,17,14,17,38,-117,83.3,196.2,7.9,10.3,353.4,61.3,17.4,6.7,28,215,6,1,1,1,1,1,0,1,,,,,,,,,Accommod. Zone,"F+,Ro",100,D,3,A,K-Ar,,N1,38,-117,
2667,6967,Central Black Mountains Volcanics,1992,"Faulds, J.E., Geissman, J.W., Shafiqullah, M.","Implications of paleomagnetic data on Miocene extension near a major accommodation zone in the Basin and Range Province, northwestern Arizona and southern Nevada",Tectonics,11,204-227,North America,"extrusives, basalts, andesites",14,17,14,17,38,-117,75.4,118.4,7.7,11.9,346.3,47.8,13.5,9.1,21,149,5,1,1,1,0,1,0,1,,,,,,,,,Eldorado Canyon,R-,100,D,3,A,K-Ar,,N1,38,-117,
2668,6968,"Adnet Limestone, Karwendel-Thiersee Syncline",1992,"Channell,J.E.T., Brandner,R., Spieler,A., Stoner,J.S.",Paleomagnetism and paleogeography of the northern calcareous Alps (Austria),Tectonics,11,792-810,Europe,"sediments, limestones",176,200,176,200,47.6,12.2,46.8,89.5,9.3,12.6,59.8,58.5,18.4,8.5,17,275,6,1,1,1,1,0,1,1,,,,,,,,,,"F+,Rc",100,D,4,T,fossils,,J1,47.6,12.2,Includes data from REFNO 2283
2668,6969,"Adnet Limestones, Wolfgansee",1992,"Channell,J.E.T., Brandner,R., Spieler,A., Stoner,J.S.",Paleomagnetism and paleogeography of the northern calcareous Alps (Austria),Tectonics,11,792-810,Europe,"sediments, limestones",176,200,176,200,47.7,13.5,48.1,81.6,7.6,8.1,61.5,61.3,84.8,6,8,105,6,1,1,1,1,0,1,1,,,,,,,,,,"F+,Rb",100,D,4,T,fossils,,J1,47.7,13.5,
2668,6970,"Adnet Limestones, Marbach",1992,"Channell,J.E.T., Brandner,R., Spieler,A., Stoner,J.S.",Paleomagnetism and paleogeography of the northern calcareous Alps (Austria),Tectonics,11,792-810,Europe,"sediments, limestones",176,200,176,200,48,15.6,55.5,98.5,9.3,12.3,47.8,60.2,42.4,8.1,1,11,3,1,0,1,0,0,0,1,,,,,,,,,,N,100,D,4,T,fossils,,J1,48,15.6,
2668,6971,"Adnet Limestones, Wildensteiner",1992,"Channell,J.E.T., Brandner,R., Spieler,A., Stoner,J.S.",Paleomagnetism and paleogeography of the northern calcareous Alps (Austria),Tectonics,11,792-810,Europe,"sediments, limestones",176,200,176,200,46.3,14.4,45.1,102,4.2,6.1,56.4,51.6,47.2,4.5,1,23,4,1,0,1,1,0,0,1,,,,,,,,,,F+,100,D,4,T,fossils,,J1,46.3,14.4,
2669,6972,Scaglia Rossa,1992,"Channell,J.E.T., Doglioni,C., Stoner,J.S.",Jurassic and Cretaceous paleomagnetic data from the southern Alps (Italy),Tectonics,11,811-822,Europe,"sediments, red limestones",65,89,65,89,46,12,63.4,220.2,2.7,4.5,346.6,38.5,68.7,3.8,22,496,6,1,1,1,1,0,1,1,,,,,,,,,,"F+,Rb",100,D,4,AT,fossils,,K2,46,12,Includes data from REFNO 2670
2669,6973,Upper Maiolica Formation,1992,"Channell,J.E.T., Doglioni,C., Stoner,J.S.",Jurassic and Cretaceous paleomagnetic data from the southern Alps (Italy),Tectonics,11,811-822,Europe,"sediments, limestones",125,136,125,136,46,12,51.5,257,3.7,6.2,322.2,39.5,87.3,5.2,10,815,5,1,1,1,1,0,0,1,,,,,,,,,,F+,100,D,4,AT,fossils,,K1,46,12,Includes data in REFNOS 2670-2672.
2669,6974,Upper Ammonotico Rosso,1992,"Channell,J.E.T., Doglioni,C., Stoner,J.S.",Jurassic and Cretaceous paleomagnetic data from the southern Alps (Italy),Tectonics,11,811-822,Europe,"sediments, limestones",146,155,146,155,46,12,39.1,263.3,3,5.4,309.7,30.6,89.1,4.9,11,462,5,1,1,1,1,0,0,1,,,,,,,,,,F+,100,D,4,AT,fossils,,J3,46,12,
2673,6975,Northern Tien Shan Volcanics and Sediments,1992,"Audibert,M., Bazhenov,M.L.",Permian paleomagnetism of the northern Tien Shan and its tectonic implications,Tectonics,11,1057-1070,Asia,"extrusives, sediments",251,299,251,299,42.5,75.5,70.8,306.5,5.2,8,163,-48,16,6.1,2,31,5,1,1,1,1,0,0,1,,,,,,,,,Locality 2+3,F+,100,D,3,T,stratigraphic,,P,42.5,75.5,
