sample_name,lat,lon,age_ma,age_sd,method,publication,T_closure_C,cooling_rate
CUY-21,-33.028776,-69.052483,112.0,15.0,AFT,"Avila 2005, Radiat. Meas.",110.0,0.8928571428571429
CUY-20,-32.998702,-69.066101,13.0,1.5,AFT,"Avila 2005, Radiat. Meas.",110.0,7.6923076923076925
CUY-17,-32.979238,-69.102138,57.0,7.9,AFT,"Avila 2005, Radiat. Meas.",110.0,1.7543859649122806
CUY-6,-32.947551,-69.1284,163.0,17.0,AFT,"Avila 2005, Radiat. Meas.",110.0,0.6134969325153374
CUY-7,-32.940679,-69.132733,156.0,13.0,AFT,"Avila 2005, Radiat. Meas.",110.0,0.6410256410256411
CUY-3,-32.932902,-69.135846,158.0,20.0,AFT,"Avila 2005, Radiat. Meas.",110.0,0.6329113924050633
CUY-1,-32.925519,-69.140324,113.0,14.0,AFT,"Avila 2005, Radiat. Meas.",110.0,0.8849557522123894
CUY-59,-32.897575,-69.166626,158.0,20.0,AFT,"Avila 2005, Radiat. Meas.",110.0,0.6329113924050633
CUY-2,-32.822795,-69.187017,19.0,2.7,AFT,"Avila 2005, Radiat. Meas.",110.0,5.2631578947368425
CUY-31,-32.789592,-69.200257,88.0,17.0,AFT,"Avila 2005, Radiat. Meas.",110.0,1.1363636363636365
TR01,-35.18612,-70.0798,31.1,5.7,AFT,"Bande 2020, Springer",110.0,3.215434083601286
ALBA2,-34.84781,-69.71334,33.7,6.8,AFT,"Bande 2020, Springer",110.0,2.9673590504451037
LAMA2,-34.80211,-69.71637,12.3,1.7,AFT,"Bande 2020, Springer",110.0,8.130081300813007
APM 20-09,-35.09388889,-65.45111111,185.6,17.4,AFT,"Bense 2013, JSAES",110.0,0.5387931034482759
APM 28-08,-34.03111111,-66.54638889,229.6,21.2,AFT,"Bense 2013, JSAES",110.0,0.4355400696864112
AUY 27-10,-33.13833333,-65.37611111,223.2,21.3,AFT,"Bense 2013, JSAES",110.0,0.44802867383512546
AUY 28-10,-32.94694444,-65.13305556,188.8,17.1,AFT,"Bense 2013, JSAES",110.0,0.5296610169491525
AUY 29-10,-32.92805556,-65.16805556,201.4,17.6,AFT,"Bense 2013, JSAES",110.0,0.4965243296921549
AUY 51-08,-32.86666667,-66.92194444,236.5,32.7,AFT,"Bense 2013, JSAES",110.0,0.42283298097251587
AUY 30-10,-32.81111111,-65.21722222,189.2,16.7,AFT,"Bense 2013, JSAES",110.0,0.5285412262156448
AUY 33-10,-32.52861111,-65.30361111,269.9,32.5,AFT,"Bense 2013, JSAES",110.0,0.3705075954057058
APM 02-08 ,-32.06805556,-64.63,152.3,15.0,AFT,"Bense 2013, JSAES",110.0,0.6565988181221273
AUY 49-10,-31.59138889,-64.50305556,177.9,19.9,AFT,"Bense 2013, JSAES",110.0,0.5621135469364812
APM 55-08,-31.37388889,-65.37666667,185.2,16.3,AFT,"Bense 2013, JSAES",110.0,0.5399568034557236
APM 59-08,-31.35888889,-65.42611111,174.0,15.7,AFT,"Bense 2013, JSAES",110.0,0.5747126436781609
AUY 38-10,-31.35138889,-65.43333333,162.7,14.9,AFT,"Bense 2013, JSAES",110.0,0.6146281499692686
CHO-1,-31.8835,-70.7255,55.5,16.65,AFT,"Cembrano 2003, Congreso Geol. Chileno. Republished in Carretier (2017)",110.0,1.8018018018018018
ELQ-2,-29.985,-70.2469,34.2,10.26,AFT,"Cembrano 2003, Congreso Geol. Chileno. Republished in Carretier (2017)",110.0,2.923976608187134
ELQ-5,-29.9782,-70.1895,9.65,2.895,AFT,"Cembrano 2003, Congreso Geol. Chileno. Republished in Carretier (2017)",110.0,10.362694300518134
ELQ-6,-29.9635,-70.1893,6.0,1.8,AFT,"Cembrano 2003, Congreso Geol. Chileno. Republished in Carretier (2017)",110.0,16.666666666666668
ELQ-1,-29.8589,-70.4018,28.7,8.61,AFT,"Cembrano 2003, Congreso Geol. Chileno. Republished in Carretier (2017)",110.0,3.4843205574912894
28TR7,-30.80546667,-66.54428333,245.0,8.0,AFT,"Enkelmann 2014, Lithosphere",110.0,0.40816326530612246
28TR2,-30.76935,-66.4435,233.0,13.0,AFT,"Enkelmann 2014, Lithosphere",110.0,0.4291845493562232
28TR4,-30.6521,-66.37543333,225.0,13.0,AFT,"Enkelmann 2014, Lithosphere",110.0,0.4444444444444444
29TR3,-30.65193333,-66.28418333,259.0,34.0,AFT,"Enkelmann 2014, Lithosphere",110.0,0.3861003861003861
29TR7,-30.6471,-66.36216667,211.0,8.0,AFT,"Enkelmann 2014, Lithosphere",110.0,0.47393364928909953
29TR6,-30.6424,-66.34318333,209.0,7.0,AFT,"Enkelmann 2014, Lithosphere",110.0,0.4784688995215311
29TR2,-30.63991667,-66.27975,215.0,20.0,AFT,"Enkelmann 2014, Lithosphere",110.0,0.46511627906976744
29TR4,-30.6349,-66.31131667,224.0,8.0,AFT,"Enkelmann 2014, Lithosphere",110.0,0.44642857142857145
28TR6,-30.51028333,-66.52526667,232.0,27.0,AFT,"Enkelmann 2014, Lithosphere",110.0,0.43103448275862066
a41,-35.824,-70.793,2.89,0.5,AFT,"Farias 2008, Tectonics",110.0,34.602076124567475
a39,-35.0496,-70.631,11.3,1.5,AFT,"Farias 2008, Tectonics",110.0,8.849557522123893
a40,-35.0,-70.789,15.8,3.1,AFT,"Farias 2008, Tectonics",110.0,6.329113924050633
a38,-34.482,-70.838,31.0,6.3,AFT,"Farias 2008, Tectonics",110.0,3.225806451612903
a37,-34.478,-70.852,46.1,5.8,AFT,"Farias 2008, Tectonics",110.0,2.1691973969631237
a29,-34.435,-70.185,5.5,1.31,AFT,"Farias 2008, Tectonics",110.0,18.181818181818183
a31,-34.426,-70.14,3.51,1.13,AFT,"Farias 2008, Tectonics",110.0,28.490028490028493
a27,-34.423,-70.166,5.99,1.54,AFT,"Farias 2008, Tectonics",110.0,16.69449081803005
a25,-34.404,-70.253,7.73,2.41,AFT,"Farias 2008, Tectonics",110.0,12.936610608020699
a28,-34.37,-70.298,5.7,2.42,AFT,"Farias 2008, Tectonics",110.0,17.543859649122805
a34,-34.203,-70.59,5.41,1.06,AFT,"Farias 2008, Tectonics",110.0,18.484288354898336
a8,-34.202,-70.602,22.8,4.4,AFT,"Farias 2008, Tectonics",110.0,4.385964912280701
a9,-34.202,-70.61,19.9,4.1,AFT,"Farias 2008, Tectonics",110.0,5.025125628140704
a12,-34.197,-70.612,18.7,2.5,AFT,"Farias 2008, Tectonics",110.0,5.347593582887701
a6,-34.0,-70.997,42.5,2.5,AFT,"Farias 2008, Tectonics",110.0,2.3529411764705883
a5,-33.974,-70.985,42.0,4.2,AFT,"Farias 2008, Tectonics",110.0,2.380952380952381
a4,-33.966,-70.991,74.1,6.3,AFT,"Farias 2008, Tectonics",110.0,1.349527665317139
a3,-33.959,-70.968,51.2,3.1,AFT,"Farias 2008, Tectonics",110.0,1.953125
a2,-33.911,-70.727,18.3,2.6,AFT,"Farias 2008, Tectonics",110.0,5.46448087431694
a13,-33.858,-70.071,13.0,3.0,AFT,"Farias 2008, Tectonics",110.0,7.6923076923076925
a33,-33.834,-70.085,2.46,0.92,AFT,"Farias 2008, Tectonics",110.0,40.65040650406504
a23,-33.832,-70.111,12.9,2.9,AFT,"Farias 2008, Tectonics",110.0,7.751937984496124
a26,-33.822,-70.142,6.99,2.97,AFT,"Farias 2008, Tectonics",110.0,14.30615164520744
a32,-33.814,-70.009,1.93,0.53,AFT,"Farias 2008, Tectonics",110.0,51.81347150259067
a24,-33.674,-70.345,11.4,3.0,AFT,"Farias 2008, Tectonics",110.0,8.771929824561402
a10,-33.667,-70.332,19.6,3.7,AFT,"Farias 2008, Tectonics",110.0,5.1020408163265305
a22,-33.571,-70.322,15.3,3.3,AFT,"Farias 2008, Tectonics",110.0,6.5359477124183005
a30,-33.499,-70.143,5.24,0.82,AFT,"Farias 2008, Tectonics",110.0,19.083969465648853
a7,-33.497,-70.353,26.2,3.4,AFT,"Farias 2008, Tectonics",110.0,3.816793893129771
a11,-33.486,-70.396,19.6,3.0,AFT,"Farias 2008, Tectonics",110.0,5.1020408163265305
a1,-32.987,-70.718,40.2,7.7,AFT,"Farias 2008, Tectonics",110.0,2.487562189054726
a35,-32.919,-70.357,6.75,1.37,AFT,"Farias 2008, Tectonics",110.0,14.814814814814815
a36,-32.901,-70.364,6.34,1.57,AFT,"Farias 2008, Tectonics",110.0,15.772870662460567
a19,-32.571,-70.561,23.5,5.5,AFT,"Farias 2008, Tectonics",110.0,4.25531914893617
a20,-32.536,-70.467,22.9,4.2,AFT,"Farias 2008, Tectonics",110.0,4.366812227074236
a21,-32.529,-70.469,20.7,3.6,AFT,"Farias 2008, Tectonics",110.0,4.830917874396135
a18,-32.509,-70.473,31.0,5.2,AFT,"Farias 2008, Tectonics",110.0,3.225806451612903
a17,-32.502,-70.594,35.9,5.1,AFT,"Farias 2008, Tectonics",110.0,2.785515320334262
a16,-32.501,-70.576,35.9,5.1,AFT,"Farias 2008, Tectonics",110.0,2.785515320334262
a14,-32.487,-70.598,46.2,6.2,AFT,"Farias 2008, Tectonics",110.0,2.1645021645021645
a15,-32.483,-70.605,40.3,6.4,AFT,"Farias 2008, Tectonics",110.0,2.481389578163772
GC1026-6,-35.874333,-69.876833,10.7,1.6,AFT,"Folguera 2015, JSAES",110.0,9.345794392523365
GC1026-5,-35.868833,-69.928667,7.2,4.2,AFT,"Folguera 2015, JSAES",110.0,13.88888888888889
GC1026-4,-35.866333,-69.954833,21.1,5.7,AFT,"Folguera 2015, JSAES",110.0,4.739336492890995
GC1026-19,-35.865603,-69.811825,55.0,9.5,AFT,"Folguera 2015, JSAES",110.0,1.8181818181818181
GC1026-18,-35.791608,-69.66855,173.7,21.0,AFT,"Folguera 2015, JSAES",110.0,0.5757052389176742
GC1026-16,-35.591531,-69.595444,82.4,16.6,AFT,"Folguera 2015, JSAES",110.0,1.2135922330097086
GC1026-3,-35.5845,-69.617,161.5,14.3,AFT,"Folguera 2015, JSAES",110.0,0.6191950464396285
GC1026-1,-35.5755,-69.592167,15.0,4.1,AFT,"Folguera 2015, JSAES",110.0,6.666666666666667
GC1026-17,-35.563103,-69.431453,11.8,3.6,AFT,"Folguera 2015, JSAES",110.0,8.47457627118644
83AA-1,-28.4737,-65.5476,237.0,8.0,AFT,"Jordan 1989, JSAES",110.0,0.4219409282700422
83AA-2,-28.4737,-65.5873,208.0,6.5,AFT,"Jordan 1989, JSAES",110.0,0.4807692307692308
APM 09-08,-32.0542,-64.93595,169.7,14.4,AFT,"Löbens 2011, Int J Earth Sci",110.0,0.5892751915144373
APM 14-08,-32.05011667,-64.9687,143.7,13.6,AFT,"Löbens 2011, Int J Earth Sci",110.0,0.6958942240779402
APM 15-08,-32.04696667,-65.02935,196.1,17.8,AFT,"Löbens 2011, Int J Earth Sci",110.0,0.5099439061703213
AUY 59-10,-31.3875,-67.98222222,204.6,23.8,AFT,"Löbens 2013, JSAES",110.0,0.4887585532746823
A5-10,-31.37777778,-68.14333333,152.3,20.5,AFT,"Löbens 2013, JSAES",110.0,0.6565988181221273
AUY 57-10,-31.375,-67.97055556,173.9,26.7,AFT,"Löbens 2013, JSAES",110.0,0.5750431282346176
AUY 56-10,-31.31194444,-67.92944444,207.0,20.1,AFT,"Löbens 2013, JSAES",110.0,0.4830917874396135
C4,-29.9261167,-69.4715333,36.2,4.6,AFT,"Lossada 2017, Tectonics ",110.0,2.762430939226519
H5,-29.9123667,-70.5298833,33.5,3.6,AFT,"Lossada 2017, Tectonics ",110.0,2.985074626865672
H4,-29.8477,-70.4158833,27.4,2.4,AFT,"Lossada 2017, Tectonics ",110.0,3.6496350364963503
AL01,-29.8144167,-70.2728667,36.9,1.3,AFT,"Lossada 2017, Tectonics ",110.0,2.710027100271003
AL02,-29.81135,-70.2779833,38.8,4.4,AFT,"Lossada 2017, Tectonics ",110.0,2.577319587628866
AL03,-29.8036667,-70.2785167,30.7,1.9,AFT,"Lossada 2017, Tectonics ",110.0,3.257328990228013
AL05,-29.7964833,-70.26805,34.2,2.0,AFT,"Lossada 2017, Tectonics ",110.0,2.923976608187134
AL06,-29.7912167,-70.2720167,29.1,1.4,AFT,"Lossada 2017, Tectonics ",110.0,3.4364261168384878
AL07,-29.7909333,-70.2937,26.7,2.0,AFT,"Lossada 2017, Tectonics ",110.0,3.7453183520599254
AL08,-29.7881667,-70.3028667,25.2,1.6,AFT,"Lossada 2017, Tectonics ",110.0,3.9682539682539684
AL09,-29.7877667,-70.32065,24.3,2.1,AFT,"Lossada 2017, Tectonics ",110.0,4.11522633744856
Hb_Th 01-18-110,-31.545,-70.363,31.3,3.0,AFT,"Lossada 2020, JSAES",110.0,3.1948881789137378
Hb_Th 01-18-192,-31.54,-70.361,45.6,4.6,AFT,"Lossada 2020, JSAES",110.0,2.1929824561403506
Hb_Th 01-18-90,-31.535,-70.365,31.9,4.1,AFT,"Lossada 2020, JSAES",110.0,3.134796238244514
Hb_Th 01-18-89,-31.535,-70.382,45.9,4.5,AFT,"Lossada 2020, JSAES",110.0,2.178649237472767
Hb_Th 01-18-105,-31.503,-70.348,52.2,4.7,AFT,"Lossada 2020, JSAES",110.0,1.9157088122605364
ETP-7,-34.5961389,-70.24075,3.7,0.7,AFT,"Maksaev 2009, Andean Geology",110.0,27.027027027027025
ETP-17,-34.5579722,-70.5424167,5.6,1.5,AFT,"Maksaev 2009, Andean Geology",110.0,17.857142857142858
ETP-8A,-34.4421389,-70.1351944,4.8,0.7,AFT,"Maksaev 2009, Andean Geology",110.0,20.833333333333336
ETP-8B,-34.4421389,-70.1351944,4.5,0.6,AFT,"Maksaev 2009, Andean Geology",110.0,22.22222222222222
ETP-13,-34.2381389,-70.3226944,4.1,0.6,AFT,"Maksaev 2009, Andean Geology",110.0,24.390243902439025
ETP-14,-34.2028611,-69.9268333,6.1,0.6,AFT,"Maksaev 2009, Andean Geology",110.0,16.393442622950822
ETP-10A,-34.0868611,-70.1187222,4.5,0.9,AFT,"Maksaev 2009, Andean Geology",110.0,22.22222222222222
ETP-12,-34.0429722,-70.2748333,3.6,0.6,AFT,"Maksaev 2009, Andean Geology",110.0,27.77777777777778
ETP-11,-34.0098611,-70.0199444,4.4,0.7,AFT,"Maksaev 2009, Andean Geology",110.0,22.727272727272727
ETP-3,-33.82475,-70.2148333,9.3,1.2,AFT,"Maksaev 2009, Andean Geology",110.0,10.75268817204301
ETP-4,-33.8103889,-70.2095,5.7,1.0,AFT,"Maksaev 2009, Andean Geology",110.0,17.543859649122805
TT-118,-33.7925278,-70.2090278,12.1,0.8,AFT,"Maksaev 2009, Andean Geology",110.0,8.264462809917356
TT-115,-33.5946667,-70.4897778,21.1,1.7,AFT,"Maksaev 2009, Andean Geology",110.0,4.739336492890995
TT-189,-33.1443333,-70.2533333,3.2,0.4,AFT,"Maksaev 2009, Andean Geology",110.0,31.25
TT-188,-33.1398889,-70.2677778,3.7,0.4,AFT,"Maksaev 2009, Andean Geology",110.0,27.027027027027025
TT-190,-33.1208333,-70.2472222,4.5,0.7,AFT,"Maksaev 2009, Andean Geology",110.0,22.22222222222222
TT-128,-33.0955556,-70.2547222,8.4,1.4,AFT,"Maksaev 2009, Andean Geology",110.0,11.904761904761905
TT-127,-33.0824167,-70.25525,5.6,0.5,AFT,"Maksaev 2009, Andean Geology",110.0,17.857142857142858
KP-14,-28.9844528,-70.8796444,59.8,4.9,AFT,"Maksaev 2010, Andean Geology",110.0,1.6722408026755853
BWD,-28.1016883,-69.7628902,55.8,4.0,AFT,"Martínez 2017, J. Geodynamics",110.0,1.7921146953405018
Bz,-28.0864671,-69.5955524,52.8,3.9,AFT,"Martínez 2017, J. Geodynamics",110.0,1.893939393939394
IC 22,-28.0842925,-69.8491681,38.8,3.0,AFT,"Martínez 2017, J. Geodynamics",110.0,2.577319587628866
IC 58,-28.0182597,-69.5385896,45.0,4.2,AFT,"Martínez 2017, J. Geodynamics",110.0,2.2222222222222223
IC 17,-28.0038387,-69.8847834,42.7,2.9,AFT,"Martínez 2017, J. Geodynamics",110.0,2.34192037470726
LC11,-31.988,-70.588,16.0,1.7,AFT,"Rodriguez 2018, Tectonics ",110.0,6.25
LC15,-31.889,-70.732,43.7,2.5,AFT,"Rodriguez 2018, Tectonics ",110.0,2.2883295194508007
LC09,-31.751,-70.959,41.4,2.2,AFT,"Rodriguez 2018, Tectonics ",110.0,2.4154589371980677
LC04,-31.621,-70.991,60.1,3.5,AFT,"Rodriguez 2018, Tectonics ",110.0,1.6638935108153077
LC03,-31.612,-70.987,68.3,3.8,AFT,"Rodriguez 2018, Tectonics ",110.0,1.4641288433382138
LC02,-31.609,-70.981,54.1,1.45,AFT,"Rodriguez 2018, Tectonics ",110.0,1.8484288354898335
LC01,-31.607,-70.974,55.0,2.4,AFT,"Rodriguez 2018, Tectonics ",110.0,1.8181818181818181
LC08,-31.505,-70.8,35.0,1.9,AFT,"Rodriguez 2018, Tectonics ",110.0,2.857142857142857
LC07,-31.476,-70.726,36.6,2.6,AFT,"Rodriguez 2018, Tectonics ",110.0,2.73224043715847
LC18,-31.471,-70.765,41.7,2.5,AFT,"Rodriguez 2018, Tectonics ",110.0,2.398081534772182
LC16,-31.467,-70.765,21.6,1.4,AFT,"Rodriguez 2018, Tectonics ",110.0,4.62962962962963
LC05,-31.464,-70.807,30.0,1.6,AFT,"Rodriguez 2018, Tectonics ",110.0,3.3333333333333335
LC17,-31.464,-70.762,40.6,10.6,AFT,"Rodriguez 2018, Tectonics ",110.0,2.4630541871921183
LL01,-31.176,-70.817,36.6,1.8,AFT,"Rodriguez 2018, Tectonics ",110.0,2.73224043715847
LL02,-31.17,-70.826,39.2,2.3,AFT,"Rodriguez 2018, Tectonics ",110.0,2.5510204081632653
LL07,-30.765,-70.713,31.5,1.8,AFT,"Rodriguez 2018, Tectonics ",110.0,3.1746031746031744
LL06,-30.764,-70.703,32.0,1.6,AFT,"Rodriguez 2018, Tectonics ",110.0,3.125
LL08,-30.378,-70.592,31.3,1.5,AFT,"Rodriguez 2018, Tectonics ",110.0,3.1948881789137378
LE04,-29.987,-70.246,27.1,2.1,AFT,"Rodriguez 2018, Tectonics ",110.0,3.6900369003690034
LE05,-29.975,-70.102,8.4,0.8,AFT,"Rodriguez 2018, Tectonics ",110.0,11.904761904761905
LE06,-29.955,-70.177,36.0,1.5,AFT,"Rodriguez 2018, Tectonics ",110.0,2.7777777777777777
LE03,-29.913,-70.301,36.0,3.1,AFT,"Rodriguez 2018, Tectonics ",110.0,2.7777777777777777
LE02,-29.846,-70.392,22.0,1.4,AFT,"Rodriguez 2018, Tectonics ",110.0,4.545454545454546
JA07,-29.009,-70.306,20.3,1.2,AFT,"Rodriguez 2018, Tectonics ",110.0,4.926108374384237
JA05,-28.984,-70.214,19.6,0.7,AFT,"Rodriguez 2018, Tectonics ",110.0,5.1020408163265305
G4,-28.979,-70.966,65.9,2.7,AFT,"Rodriguez 2018, Tectonics ",110.0,1.5174506828528072
G2,-28.927,-70.68,49.8,3.3,AFT,"Rodriguez 2018, Tectonics ",110.0,2.0080321285140563
G3,-28.803,-70.768,51.2,3.3,AFT,"Rodriguez 2018, Tectonics ",110.0,1.953125
VI02,-35.619,-71.052,17.6,1.9,AFT,"Spikings 2008, J. Geol. Soc.",110.0,5.681818181818182
CL02,-35.325,-71.046,20.7,2.1,AFT,"Spikings 2008, J. Geol. Soc.",110.0,4.830917874396135
TE15,-35.055,-70.563,16.0,1.5,AFT,"Spikings 2008, J. Geol. Soc.",110.0,6.25
TE05,-35.048,-70.632,7.2,1.4,AFT,"Spikings 2008, J. Geol. Soc.",110.0,13.88888888888889
TE01,-35.048,-70.637,11.3,1.8,AFT,"Spikings 2008, J. Geol. Soc.",110.0,8.849557522123893
TE08,-35.048,-70.632,15.2,1.8,AFT,"Spikings 2008, J. Geol. Soc.",110.0,6.578947368421053
Clin25D,-34.079,-70.124,7.1,1.1,AFT,Stalder et al. (2020),110.0,14.084507042253522
Clin25B,-34.076,-70.115,11.1,1.2,AFT,Stalder et al. (2020),110.0,9.00900900900901
Clin25C,-34.076,-70.12,12.5,1.4,AFT,Stalder et al. (2020),110.0,8.0
Clin25A,-34.059,-70.118,6.73,1.0,AFT,Stalder et al. (2020),110.0,14.858841010401187
Clin22D,-33.505,-70.129,9.81,1.0,AFT,Stalder et al. (2020),110.0,10.19367991845056
Clin22C,-33.504,-70.124,8.99,1.0,AFT,Stalder et al. (2020),110.0,11.123470522803114
Clin22B,-33.499,-70.125,7.13,0.8,AFT,Stalder et al. (2020),110.0,14.025245441795231
Clin22A,-33.491,-70.13,7.96,0.7,AFT,Stalder et al. (2020),110.0,12.56281407035176
14NC18,-30.217,-70.645,30.3,1.5,AFT,Stalder et al. (2020),110.0,3.3003300330033003
14NC15,-30.164,-70.491,27.2,2.1,AFT,Stalder et al. (2020),110.0,3.6764705882352944
14NC06,-30.026,-70.631,29.3,2.1,AFT,Stalder et al. (2020),110.0,3.41296928327645
14NC05,-30.018,-70.519,128.0,19.0,AFT,Stalder et al. (2020),110.0,0.78125
14NC03,-29.854,-70.499,34.6,3.6,AFT,Stalder et al. (2020),110.0,2.890173410404624
14NC01,-29.834,-70.369,28.0,1.3,AFT,Stalder et al. (2020),110.0,3.5714285714285716
14NC22,-29.462,-70.575,35.1,2.0,AFT,Stalder et al. (2020),110.0,2.849002849002849
14NC21,-29.451,-70.755,65.5,6.4,AFT,Stalder et al. (2020),110.0,1.5267175572519085
14NC30,-29.178,-70.347,35.0,5.0,AFT,Stalder et al. (2020),110.0,2.857142857142857
14NC32,-29.007,-70.302,26.7,2.7,AFT,Stalder et al. (2020),110.0,3.7453183520599254
Huasco75,-28.97,-70.223,24.6,1.3,AFT,Stalder et al. (2020),110.0,4.0650406504065035
14NC29,-28.962,-70.461,41.4,3.4,AFT,Stalder et al. (2020),110.0,2.4154589371980677
Huasco87,-28.941,-70.223,32.6,1.9,AFT,Stalder et al. (2020),110.0,3.067484662576687
Sauce31,-28.871,-70.546,73.9,5.8,AFT,Stalder et al. (2020),110.0,1.3531799729364005
Huasco73,-28.859,-70.324,40.5,3.0,AFT,Stalder et al. (2020),110.0,2.4691358024691357
Huasco54,-28.85,-70.295,25.9,1.8,AFT,Stalder et al. (2020),110.0,3.8610038610038613
Laguna57,-28.792,-70.007,33.4,3.5,AFT,Stalder et al. (2020),110.0,2.9940119760479043
Relincho19,-28.674,-70.464,72.2,5.7,AFT,Stalder et al. (2020),110.0,1.3850415512465373
Relincho20,-28.627,-70.43,59.1,3.0,AFT,Stalder et al. (2020),110.0,1.6920473773265652
14NC34,-28.565,-70.543,80.0,11.0,AFT,Stalder et al. (2020),110.0,1.25
14NC36,-28.376,-70.409,77.0,8.5,AFT,Stalder et al. (2020),110.0,1.2987012987012987
kw2-22,-34.9953,-70.3666,48.2,3.1,AFT,"Waite 2005, PhD Thesis",110.0,2.0746887966804977
kw1-12,-34.9882,-70.3636,41.2,5.7,AFT,"Waite 2005, PhD Thesis",110.0,2.4271844660194173
kw2-32,-34.988,-70.4246,112.9,7.6,AFT,"Waite 2005, PhD Thesis",110.0,0.8857395925597874
kw2-20,-34.9873,-70.3602,53.0,3.6,AFT,"Waite 2005, PhD Thesis",110.0,1.8867924528301887
kw1-11,-34.9872,-70.3689,34.6,5.3,AFT,"Waite 2005, PhD Thesis",110.0,2.890173410404624
kw2-34,-34.9815,-70.4359,23.4,3.0,AFT,"Waite 2005, PhD Thesis",110.0,4.273504273504273
kw1-13,-34.980633,-70.377227,3.1,1.5,AFT,"Waite 2005, PhD Thesis",110.0,32.25806451612903
kw2-13,-34.9803,-70.3672,25.7,2.6,AFT,"Waite 2005, PhD Thesis",110.0,3.8910505836575875
kw1-15,-34.9788056,-70.3998611,3.9,1.2,AFT,"Waite 2005, PhD Thesis",110.0,25.641025641025642
kw2-35,-34.9759,-70.4603,16.2,2.0,AFT,"Waite 2005, PhD Thesis",110.0,6.172839506172839
kw2-36,-34.9721111,-70.4561111,9.8,2.5,AFT,"Waite 2005, PhD Thesis",110.0,10.204081632653061
kw2-41,-34.9693889,-70.4028333,4.7,0.8,AFT,"Waite 2005, PhD Thesis",110.0,21.27659574468085
kw2-11,-34.9659722,-70.4382222,1.0,0.5,AFT,"Waite 2005, PhD Thesis",110.0,100.0
kw1-6,-34.9658889,-70.4348333,1.0,0.4,AFT,"Waite 2005, PhD Thesis",110.0,100.0
kw3-02,-34.9623333,-70.4336111,4.8,1.4,AFT,"Waite 2005, PhD Thesis",110.0,20.833333333333336
kw2-5,-34.9582778,-70.4254722,0.5,0.4,AFT,"Waite 2005, PhD Thesis",110.0,200.0
kw2-6,-34.9542778,-70.435,6.0,1.3,AFT,"Waite 2005, PhD Thesis",110.0,16.666666666666668
kw1-3,-34.9481667,-70.4275278,1.3,0.6,AFT,"Waite 2005, PhD Thesis",110.0,76.92307692307692
kw2-24,-34.9399444,-70.4486389,6.1,1.5,AFT,"Waite 2005, PhD Thesis",110.0,16.393442622950822
kw2-45,-34.9231667,-70.4369444,1.3,0.5,AFT,"Waite 2005, PhD Thesis",110.0,76.92307692307692
kw2-25,-34.9190278,-70.4742778,8.1,3.0,AFT,"Waite 2005, PhD Thesis",110.0,12.345679012345679
kw2-54,-34.8801944,-70.5415278,10.5,2.7,AFT,"Waite 2005, PhD Thesis",110.0,9.523809523809524
kw2-57,-34.8640556,-70.5536389,7.2,2.1,AFT,"Waite 2005, PhD Thesis",110.0,13.88888888888889
16123GY,-28.1365,-64.8103,125.1,4.2,AFT,"Zapata 2019, PhD Thesis",110.0,0.7993605115907274
GC1026-7,-36.615667,-69.621167,108.2,19.2,AFT,"Folguera 2015, JSAES",110.0,0.9242144177449167
GC1026-9,-36.595333,-69.630833,32.5,7.6,AFT,"Folguera 2015, JSAES",110.0,3.076923076923077
GC1026-20,-36.616461,-69.614086,57.4,15.4,AFT,"Folguera 2015, JSAES",110.0,1.7421602787456447
GC1026-22,-36.598878,-69.626825,70.9,11.6,AFT,"Folguera 2015, JSAES",110.0,1.4104372355430181
GC1026-10,-36.662,-70.428,46.9,6.6,AFT,"Folguera 2015, JSAES",110.0,2.1321961620469083
GC1026-11,-36.676417,-70.468111,74.2,7.2,AFT,"Folguera 2015, JSAES",110.0,1.3477088948787062
GC1026-12,-36.911194,-69.667889,40.6,9.9,AFT,"Folguera 2015, JSAES",110.0,2.4630541871921183
GC1026-14,-36.921722,-69.657972,56.8,12.1,AFT,"Folguera 2015, JSAES",110.0,1.7605633802816902
GC1026-15,-36.945639,-69.628139,45.2,10.7,AFT,"Folguera 2015, JSAES",110.0,2.2123893805309733
18264,-37.1683,-72.9541,103.0,6.5,AFT,Thomson 2010,110.0,0.970873786407767
00-83,-37.2572,-72.96,78.2,4.4,AFT,Thomson 2010,110.0,1.278772378516624
LOF143,-37.3823,-71.4898,7.8,0.7,AFT,Thomson 2010,110.0,12.820512820512821
00-79,-37.398,-73.059,70.8,4.9,AFT,Thomson 2010,110.0,1.4124293785310735
00-77,-37.618,-73.1287,64.2,4.2,AFT,Thomson 2010,110.0,1.557632398753894
00-32,-37.7425,-73.1372,54.6,4.1,AFT,Thomson 2010,110.0,1.8315018315018314
00-31,-37.7573,-73.1533,69.5,4.7,AFT,Thomson 2010,110.0,1.4388489208633093
14611,-38.0242,-73.137,76.0,6.4,AFT,Thomson 2010,110.0,1.3157894736842106
LOF145,-38.0935,-71.7081,3.9,0.7,AFT,Thomson 2010,110.0,25.641025641025642
12785,-38.1635,-72.8965,99.5,6.0,AFT,Thomson 2010,110.0,1.0050251256281406
Val26,-38.2301,-73.4682,106.0,29.0,AFT,Thomson 2010,110.0,0.9433962264150944
44200,-38.3433,-73.4867,89.3,7.3,AFT,Thomson 2010,110.0,1.1198208286674132
